time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
2838.0,"(51.961872338829, 352.24590877889966)","(406.44399413404307, 110.16613611513328)","(1294.5786199939596, 83.48020393572112)","(667.229778714943, 283.697499445886)","(186.92298791120922, 948.1895446694958)","(420.5994087226732, 578.6416785813877)","(145.04524593365454, 984.3455426378227)","(497.649916130914, 280.79184978205194)","(1027.5277293277843, 577.4171374066326)","(615.9118626460019, 778.6559925793401)"
2839.0,"(51.873050203439895, 352.0122196087079)","(406.52177416337287, 110.17030543455762)","(1294.371587748493, 83.34006953831249)","(667.1536298213683, 283.8940119486566)","(186.87837297165316, 948.2835969461484)","(420.7847175479608, 578.809489901836)","(145.14001970398627, 984.3488149246336)","(497.66478555469723, 280.54229237335335)","(1027.3850906811454, 577.2750517195994)","(615.7973033327719, 778.7027126164435)"
2840.0,"(51.784228068050794, 351.7785304385161)","(406.599165292556, 110.17445390738483)","(1294.1645555030266, 83.19993514090386)","(667.0778616722615, 284.08954188891335)","(186.8339811067949, 948.3771789614176)","(420.97002637324834, 578.977301222284)","(145.23431960546634, 984.3520708500105)","(497.67965497848047, 280.29273496465476)","(1027.2431652277396, 577.1336764610014)","(615.683316816108, 778.7491990533613)"
2841.0,"(51.69540593266169, 351.5448412683243)","(406.6761694660932, 110.17858163784791)","(1293.95752325756, 83.05980074349523)","(667.0024723639002, 284.28409417946875)","(186.78981120126093, 948.4702930666106)","(421.1553351985359, 579.1451125427322)","(145.328148007439, 984.3553104957605)","(497.6945244022637, 280.04317755595616)","(1027.101949401601, 576.9930080786964)","(615.5699002320274, 778.7954530580945)"
2842.0,"(51.60658379727259, 351.31115209813254)","(406.75278861876274, 110.18268872965868)","(1293.7504910120936, 82.9196663460866)","(666.9274600020807, 284.4776737085714)","(186.74586214525462, 948.5629416012775)","(421.3406440238235, 579.3129238631805)","(145.4215072674018, 984.3585339432817)","(497.70939382604695, 279.79362014725757)","(1026.9614396545928, 576.853043038303)","(615.4570507308673, 778.841475792804)"
2843.0,"(51.51776166188349, 351.07746292794076)","(406.8290246756689, 110.18677528601039)","(1293.543458766627, 82.77953194867797)","(666.8528227020703, 284.67028534002856)","(186.70213283452836, 948.6551268932711)","(421.52595284911104, 579.4807351836287)","(145.5143997310648, 984.3617412735653)","(497.7242632498302, 279.544062738559)","(1026.8216324563198, 576.7137778231115)","(615.344765477213, 778.8872684138399)"
2844.0,"(51.42893952649439, 350.843773757749)","(406.90487955229054, 110.19084140958033)","(1293.3364265211605, 82.63939755126934)","(666.7785585885599, 284.8619339133284)","(186.65862217035573, 948.7468512588048)","(421.7112616743986, 579.6485465040768)","(145.60682773240947, 984.3649325671975)","(497.7391326736134, 279.2945053298604)","(1026.682524294038, 576.575208933996)","(615.2330416498269, 778.9328320717707)"
2845.0,"(51.34011739110529, 350.6100845875572)","(406.9803551545291, 110.19488720253243)","(1293.129394275694, 82.49926315386071)","(666.7046657956171, 285.0526242437618)","(186.61532905950395, 948.8381170025108)","(421.89657049968616, 579.816357824525)","(145.6987935937474, 984.3681079043615)","(497.75400209739666, 279.0449479211618)","(1026.5441116725679, 576.4373328893261)","(615.1218764415777, 778.9781679114118)"
2846.0,"(51.25129525571619, 350.3763954173654)","(407.05545337875645, 110.19891276651977)","(1292.9223620302275, 82.35912875645208)","(666.631142466639, 285.242361122543)","(186.57225241420642, 948.9289264174982)","(422.0818793249737, 579.9841691449731)","(145.7902996257787, 984.3712673648397)","(497.7688715211799, 278.7953905124632)","(1026.406391114205, 576.3001462248794)","(615.0112670593697, 779.0232770718547)"
2847.0,"(51.162473120327085, 350.14270624717363)","(407.1301761118627, 110.20291820268717)","(1292.715329784761, 82.21899435904345)","(666.5579867543057, 285.43114931693026)","(186.5293911521354, 949.0192817854107)","(422.2671881502613, 580.1519804654213)","(145.8813481276498, 984.3744110280155)","(497.78374094496314, 278.5458331037646)","(1026.269359158634, 576.163645493755)","(614.9012107240729, 779.0681606864955)"
2848.0,"(51.073650984937984, 349.90901707698185)","(407.20452523130336, 110.20690361167374)","(1292.5082975392945, 82.07885996163482)","(666.4851968205342, 285.6189935703456)","(186.4867441963747, 949.1091853764837)","(422.45249697554885, 580.3197917858695)","(145.97194138701155, 984.3775389728754)","(497.7986103687464, 278.296275695066)","(1026.1330123628409, 576.0278272662862)","(614.7917046704525, 779.112819883063)"
2849.0,"(50.98482884954888, 349.6753279067901)","(407.27850260514685, 110.21086909361537)","(1292.301265293828, 81.93872556422619)","(666.4127708364315, 285.80589860249387)","(186.44431047539283, 949.1986394496013)","(422.6378058008364, 580.4876031063177)","(146.0620816800765, 984.380651278011)","(497.8134797925296, 278.0467182863674)","(1025.9973473010266, 575.8926881299548)","(614.6827461471003, 779.1572557836477)"
2850.0,"(50.89600671415978, 349.4416387365983)","(407.3521100921211, 110.21481474814729)","(1292.0942330483615, 81.79859116681756)","(666.3407069822493, 285.9918691094814)","(186.40208892301587, 949.2876462523533)","(422.823114626124, 580.6554144267658)","(146.1517712716761, 984.3837480216209)","(497.82834921631286, 277.79716087766883)","(1025.8623605645214, 575.7582246893049)","(614.5743324163648, 779.2014695047294)"
2851.0,"(50.80718457877068, 349.2079495664065)","(407.4253495416605, 110.21874067440655)","(1291.887200802895, 81.65845676940893)","(666.2690034473382, 286.176909763934)","(186.3600784784008, 949.3762080210915)","(423.00842345141155, 580.823225747214)","(146.24101241531773, 984.3868292815129)","(497.8432186400961, 277.54760346897024)","(1025.7280487616988, 575.6244335658585)","(614.4664607542829, 779.2454621572058)"
2852.0,"(50.71836244338158, 348.97426039621473)","(407.4982227939522, 110.22264697103452)","(1291.6801685574285, 81.5183223720003)","(666.1976584301015, 286.36102521511435)","(186.3182780860088, 949.4643269809861)","(423.1937322766991, 580.9910370676622)","(146.32980735324114, 984.3898951351053)","(497.85808806387934, 277.29804606027164)","(1025.5944085178903, 575.4913113980292)","(614.3591284505115, 779.2892348464197)"
2853.0,"(50.62954030799248, 348.74057122602295)","(407.57073167998243, 110.22653373617935)","(1291.473136311962, 81.37818797459167)","(666.1266701379509, 286.5442200890388)","(186.27668669557875, 949.5520053460812)","(423.3790411019867, 581.1588483881103)","(146.41815831647494, 984.3929456594299)","(497.8729574876626, 277.04848865157305)","(1025.4614364753008, 575.358854841039)","(614.252332808259, 779.3327886721877)"
2854.0,"(50.54071817260338, 348.50688205583117)","(407.64287802158253, 110.23040106749845)","(1291.2661040664955, 81.23805357718304)","(666.0560367872612, 286.7264989885936)","(186.23530326210084, 949.6392453193507)","(423.56434992727424, 581.3266597085585)","(146.50606752489256, 984.3959809311327)","(497.8878269114458, 276.79893124287446)","(1025.3291292929243, 575.2270605668339)","(614.1460711442177, 779.3761247288268)"
2855.0,"(50.451896037214276, 348.2731928856394)","(407.7146636314746, 110.23424906216096)","(1291.059071821029, 81.09791917977441)","(665.9857566033248, 286.90786649365066)","(186.19412674579033, 949.726049092754)","(423.7496587525618, 581.4944710290067)","(146.59353718726808, 984.3990010264771)","(497.90269633522905, 276.54937383417587)","(1025.1974836464597, 575.0959252639997)","(614.0403407884966, 779.4192441051827)"
2856.0,"(50.363073901825175, 348.0395037154476)","(407.78609031331723, 110.23807781685015)","(1290.8520395755625, 80.95778478236578)","(665.9158278203082, 287.0883271611824)","(186.15315611206137, 949.8124188472902)","(423.93496757784936, 581.6622823494549)","(146.68056950133175, 984.4020060213447)","(497.9175657590123, 276.2998164254773)","(1025.0664962282274, 574.9654456376796)","(613.9351390845541, 779.4621478846567)"
2857.0,"(50.27425176643607, 347.8058145452558)","(407.85715986175063, 110.2418874277659)","(1290.645007330096, 80.81765038495715)","(665.8462486812067, 287.26788552537647)","(186.11239033150105, 949.8983567530538)","(424.1202764031369, 581.830093669903)","(146.7671666538251, 984.404995991238)","(497.93243518279553, 276.0502590167787)","(1024.9361637470863, 574.8356184094912)","(613.8304633891313, 779.5048371452334)"
2858.0,"(50.18542963104697, 347.57212537506405)","(407.9278740624419, 110.24567799062707)","(1290.4379750846294, 80.67751598754852)","(665.7770174378006, 287.4465460977496)","(186.07182837984354, 949.9838649692886)","(424.3055852284245, 581.9979049903512)","(146.85333082055595, 984.4079710112818)","(497.94730460657877, 275.8007016080801)","(1024.806482928351, 574.7064403174437)","(613.7263110721857, 779.5473129595073)"
2859.0,"(50.09660749565787, 347.33843620487227)","(407.9982346921297, 110.24944960067394)","(1290.230942839163, 80.53738159013989)","(665.7081323506117, 287.62431336726087)","(186.03146923794432, 950.0689456444421)","(424.49089405371205, 582.1657163107993)","(146.93906416645316, 984.4109311562254)","(497.962174030362, 275.5511441993815)","(1024.6774505137093, 574.5779081158565)","(613.6226795168247, 779.5895763947098)"
2860.0,"(50.00778536026877, 347.1047470346805)","(408.0682435186691, 110.25320235267057)","(1290.0239105936964, 80.39724719273126)","(665.6395916888586, 287.8011918004246)","(185.9913118917546, 950.15360091622)","(424.6762028789996, 582.3335276312475)","(147.0243688456209, 984.4138765004443)","(497.97704345414525, 275.3015867906829)","(1024.5490632611409, 574.4500185752772)","(613.5195661192406, 779.6316285127363)"
2861.0,"(49.91896322487967, 346.8710578644887)","(408.1379023010757, 110.25693634090722)","(1289.81687834823, 80.25711279532263)","(665.5713937304142, 287.97718584142245)","(185.95135533229583, 950.2378329116389)","(424.8615117042872, 582.5013389516957)","(147.1092470013928, 984.4168071179421)","(497.9919128779285, 275.0520293819843)","(1024.4213179448352, 574.3227684824009)","(613.4169682886444, 779.6734703701726)"
2862.0,"(49.83014108949057, 346.6373686942969)","(408.20721278957035, 110.26065165920268)","(1289.6098461027634, 80.116978397914)","(665.5035367617621, 288.15229991221537)","(185.91159855563436, 950.3216437470807)","(425.04682052957475, 582.669150272144)","(147.19370076638583, 984.4197230823523)","(498.0067823017117, 274.8024719732857)","(1024.294211355111, 574.1961546399889)","(613.3148834472012, 779.7151030183218)"
2863.0,"(49.741318954101466, 346.40367952410514)","(408.2761767256225, 110.26434840090667)","(1289.402813857297, 79.97684400050537)","(665.4360190779533, 288.3265384126543)","(185.87204056285617, 950.4050355283453)","(425.2321293548623, 582.836961592592)","(147.2777322625539, 984.4226244669405)","(498.02165172549496, 274.5529145645871)","(1024.1677402983355, 574.070173866789)","(613.2133090299652, 779.7565275032301)"
2864.0,"(49.652496818712365, 346.16999035391336)","(408.3447958419944, 110.26802665890213)","(1289.1957816118304, 79.83670960309674)","(665.3688389825636, 288.499905720591)","(185.83268036004188, 950.4880103507036)","(425.4174381801499, 583.0047729130403)","(147.36134360124115, 984.4255113446059)","(498.0365211492782, 274.30335715588853)","(1024.041901596844, 573.944822997455)","(613.1122424848154, 779.797744865714)"
2865.0,"(49.56367468332326, 345.9363011837216)","(408.4130718627845, 110.27168652560762)","(1288.988749366364, 79.6965752056881)","(665.3019947876508, 288.67240619198805)","(185.79351695824167, 950.5705702989501)","(425.60274700543744, 583.1725842334885)","(147.44453688323495, 984.4283837878828)","(498.05139057306144, 274.05379974718994)","(1023.9166920888597, 573.8200988824677)","(613.0116812723913, 779.8387561413854)"
2866.0,"(49.47485254793416, 345.7026120135298)","(408.48100650347055, 110.27532809297958)","(1288.7817171208974, 79.55644080827948)","(665.2354848137124, 288.8440441610281)","(185.75454937345046, 950.6527174474553)","(425.788055830725, 583.3403955539366)","(147.52731419881877, 984.4312418689434)","(498.0662599968447, 273.80424233849135)","(1023.7921086284153, 573.6959983880554)","(612.9116228660293, 779.8795623606784)"
2867.0,"(49.38603041254506, 345.468922843338)","(408.5486014709532, 110.27895145251468)","(1288.5746848754309, 79.41630641087085)","(665.1693073896439, 289.0148239402229)","(185.7157766265832, 950.7344538602181)","(425.97336465601256, 583.5082068743848)","(147.60967762782468, 984.4340856595987)","(498.0811294206279, 273.55468492979276)","(1023.6681480852733, 573.5725183961151)","(612.8120647516992, 779.920164548875)"
2868.0,"(49.29720827715596, 345.23523367314624)","(408.61585846359844, 110.2825566952521)","(1288.3676526299644, 79.27617201346222)","(665.1034608526957, 289.1847498205218)","(185.67719774345028, 950.815781590917)","(426.1586734813001, 583.676018194833)","(147.69162923968557, 984.4369152313008)","(498.09599884441116, 273.30512752109416)","(1023.544807344847, 573.4496558041345)","(612.7130044279406, 779.9605637261307)"
2869.0,"(49.20838614176686, 345.00154450295446)","(408.68277917128046, 110.28614391177584)","(1288.1606203844979, 79.13603761605358)","(665.0379435484322, 289.3538260714192)","(185.63881175473304, 950.8967026829624)","(426.3439823065877, 583.8438295152812)","(147.77317109348715, 984.4397306551442)","(498.1108682681944, 273.05557011239557)","(1023.4220833081228, 573.3274075251138)","(612.6144394058009, 780.0007609075)"
2870.0,"(49.11956400637776, 344.7678553327627)","(408.74936527542405, 110.28971319221696)","(1287.9535881390314, 78.99590321864495)","(664.97275383069, 289.5220569410621)","(185.6006176959594, 950.9772191695477)","(426.52929113187525, 584.0116408357293)","(147.85430523801972, 984.4425320018685)","(498.12573769197763, 272.806012703697)","(1023.2999728915821, 573.2057704874883)","(612.516367208772, 780.0407571029625)"
2871.0,"(49.030741870988656, 344.5341661625709)","(408.81561844904695, 110.29326462625588)","(1287.7465558935648, 78.85576882123632)","(664.9078900615365, 289.6894466563568)","(185.5626146074796, 951.0573330737)","(426.7145999571628, 584.1794521561775)","(147.93503371182962, 984.4453193418591)","(498.1406071157609, 272.5564552949984)","(1023.1784730271243, 573.0847416350508)","(612.418785372728, 780.0805533174477)"
2872.0,"(48.941919735599555, 344.3004769923791)","(408.88154035680174, 110.2967983031246)","(1287.5395236480983, 78.7156344238277)","(664.8433506112287, 289.855999423075)","(185.5248015344422, 951.1370464083315)","(426.8999087824504, 584.3472634766257)","(148.01535854327048, 984.4480927451498)","(498.1554765395441, 272.3068978862998)","(1023.0575806619886, 572.9643179268755)","(612.3216914458644, 780.1201505508604)"
2873.0,"(48.853097600210454, 344.06678782218734)","(408.94713265501775, 110.30031431160899)","(1287.3324914026318, 78.57550002641906)","(664.7791338581726, 290.0217194259596)","(185.48717752676998, 951.2163611762898)","(427.08521760773795, 584.5150747970738)","(148.09528175055414, 984.450852281424)","(498.17034596332735, 272.0573404776012)","(1022.9372927586786, 572.8444963372411)","(612.2250829886351, 780.1595497981061)"
2874.0,"(48.76427546482135, 343.83309865199556)","(409.01239699174266, 110.30381274005094)","(1287.1254591571653, 78.43536562901043)","(664.7152381888817, 290.18661082882977)","(185.44974163913614, 951.2952793704083)","(427.2705264330255, 584.682886117522)","(148.17480534180137, 984.4535980200169)","(498.1852153871106, 271.8077830689026)","(1022.8176062948852, 572.725273855555)","(612.1289575736919, 780.1987520491156)"
2875.0,"(48.67545332943225, 343.5994094818038)","(409.0773350067839, 110.3072936763507)","(1286.9184269116988, 78.2952312316018)","(664.6516619979373, 290.3506777746856)","(185.41249293094046, 951.3738029735562)","(427.4558352583131, 584.8506974379702)","(148.25393131509236, 984.4563300299168)","(498.2000848108938, 271.558225660204)","(1022.6985182634107, 572.6066474862772)","(612.0333127858235, 780.2377582888699)"
2876.0,"(48.58663119404315, 343.365720311612)","(409.14194833175003, 110.31075720796895)","(1286.7113946662323, 78.15509683419317)","(664.5884036879476, 290.5139243858122)","(185.37543046628576, 951.4519339586884)","(427.64114408360064, 585.0185087584184)","(148.33266165851688, 984.4590483797672)","(498.21495423467707, 271.3086682515054)","(1022.5800256720937, 572.4886142488458)","(611.9381462218944, 780.2765694974256)"
2877.0,"(48.49780905865405, 343.1320311414202)","(409.2062385900913, 110.31420342192911)","(1286.5043624207658, 78.01496243678454)","(664.5254616695079, 290.6763547638831)","(185.33855331395432, 951.529674288895)","(427.8264529088882, 585.1863200788665)","(148.4109983502243, 984.4617531378683)","(498.2298236584603, 271.05911084280683)","(1022.4621255437332, 572.3711711776016)","(611.8434554907849, 780.3151866499385)"
2878.0,"(48.40898692326495, 342.89834197122843)","(409.27020739714084, 110.31763240481946)","(1286.2973301752993, 77.87482803937591)","(664.4628343611604, 290.8379729900637)","(185.30186054738454, 951.6070259174505)","(428.01176173417576, 585.3541313993147)","(148.4889433584732, 984.464444372179)","(498.24469308224354, 270.80955343410824)","(1022.3448149160146, 572.2543153217135)","(611.749238213331, 780.3536107166888)"
2879.0,"(48.32016478787585, 342.66465280103665)","(409.33385636015515, 110.32104424279537)","(1286.0902979298328, 77.73469364196728)","(664.4005201893546, 290.9987831251134)","(185.2653512446476, 951.6839907878633)","(428.1970705594633, 585.5219427197629)","(148.56649864168082, 984.467122150318)","(498.2595625060268, 270.55999602540965)","(1022.2280908414346, 572.1380437451049)","(611.6554920222643, 780.3918426631053)"
2880.0,"(48.231342652486745, 342.4309636308449)","(409.39718707835436, 110.32443902158138)","(1285.8832656843663, 77.59455924455865)","(664.3385175884077, 291.15878920948785)","(185.22902448842436, 951.760570833924)","(428.3823793847509, 585.689754040211)","(148.64366614847242, 984.4697865395664)","(498.27443192981, 270.31043861671105)","(1022.1119503872274, 572.0223535263794)","(611.562214562153, 780.4298834497898)"
2881.0,"(48.142520517097644, 342.1972744606531)","(409.4602011429626, 110.32781682647348)","(1285.6762334388998, 77.45442484715002)","(664.2768250004657, 291.3179952634404)","(185.19287936598224, 951.8367679797544)","(428.56768821003845, 585.8575653606592)","(148.72044781773005, 984.4724376068685)","(498.28930135359326, 270.06088120801246)","(1021.9963906352912, 571.9072417587475)","(611.4694034893423, 780.4677340325409)"
2882.0,"(48.05369838170854, 341.9635852904613)","(409.5229001372478, 110.33117774234111)","(1285.4692011934333, 77.31429044974139)","(664.2154408754634, 291.4764052871232)","(185.15691496915233, 951.9125841398557)","(428.752997035326, 586.0253766811074)","(148.7968455786414, 984.4750754188342)","(498.3041707773765, 269.81132379931387)","(1021.8814086821147, 571.7927055499538)","(611.3770564718956, 780.5053953623782)"
2883.0,"(47.96487624631944, 341.72989612026953)","(409.58528563656154, 110.33452185362941)","(1285.2621689479668, 77.17415605233276)","(664.1543636710861, 291.63402326068757)","(185.12113039430656, 951.9880212191564)","(428.9383058606136, 586.1931880015555)","(148.8728613507482, 984.47770004174)","(498.31904020115974, 269.5617663906153)","(1021.7670016387042, 571.678742022204)","(611.2851711895361, 780.5428683855663)"
2884.0,"(47.87605411093034, 341.49620695007775)","(409.6473592083787, 110.33784924436127)","(1285.0551367025002, 77.03402165492413)","(664.0935918527307, 291.79085314438413)","(185.08552474233502, 952.0630811130607)","(429.12361468590115, 586.3609993220037)","(148.94849704399445, 984.4803115415314)","(498.333909624943, 269.3122089819167)","(1021.6531666305107, 571.565348312093)","(611.1937453335884, 780.5801540436385)"
2885.0,"(47.78723197554124, 341.26251777988597)","(409.7091224123368, 110.34115999813946)","(1284.8481044570337, 76.8938872575155)","(664.0331238934671, 291.9468988786622)","(185.05009711862334, 952.1377657074953)","(429.3089235111887, 586.528810642452)","(149.02375455877447, 984.4829099838237)","(498.3487790487262, 269.0626515732181)","(1021.5399007973581, 571.4525215705326)","(611.1027766069204, 780.6172532734203)"
2886.0,"(47.69840984015214, 341.0288286096942)","(409.77057680027514, 110.34445419814877)","(1284.6410722115672, 76.75375286010687)","(663.9729582739998, 292.10216438426886)","(185.01484663303023, 952.2120768789579)","(429.4942323364763, 586.6966219629)","(149.0986357859806, 984.4854954339046)","(498.36364847250945, 268.8130941645195)","(1021.4272012933712, 571.3402589626799)","(611.0122627238858, 780.6541670070532)"
2887.0,"(47.60958770476304, 340.7951394395024)","(409.83172391627375, 110.34773192715802)","(1284.4340399661007, 76.61361846269824)","(663.9130934826297, 292.25665356234754)","(184.97977239986508, 952.2860164945631)","(429.67954116176384, 586.8644332833483)","(149.1731426070507, 984.4880679567351)","(498.3785178962927, 268.5635367558209)","(1021.3150652869044, 571.2285576678664)","(610.9222014102663, 780.6908961720179)"
2888.0,"(47.520765569373935, 340.5614502693106)","(409.8925652966924, 110.35099326752223)","(1284.2270077206342, 76.47348406528961)","(663.8535280152166, 292.4103702945358)","(184.94487353786576, 952.3595864120903)","(429.8648499870514, 587.0322446037965)","(149.24727689401544, 984.4906276169514)","(498.39338732007593, 268.3139793471223)","(1021.2034899604699, 571.1174148795271)","(610.832590403215, 780.7274416911579)"
2889.0,"(47.431943433984834, 340.32776109911885)","(409.95310247020893, 110.35423830118462)","(1284.0199754751677, 76.33334966788098)","(663.7942603751405, 292.56331844306317)","(184.91014917017642, 952.4327884800298)","(430.05015881233896, 587.2000559242447)","(149.32104050954536, 984.4931744788666)","(498.40825674385917, 268.0644219384237)","(1021.0924725106676, 571.0068278051295)","(610.743427451199, 780.7638044827021)"
2890.0,"(47.34312129859573, 340.09407192892706)","(410.01333695785786, 110.3574671096787)","(1283.8129432297012, 76.19321527047235)","(663.7352890732649, 292.71550185084783)","(184.87559842432555, 952.5056245376296)","(430.2354676376265, 587.3678672446928)","(149.39443530699762, 984.4957086064724)","(498.4231261676424, 267.8148645297251)","(1020.9820101481142, 570.8967936661039)","(610.6547103139429, 780.7999854602886)"
2891.0,"(47.25429916320663, 339.8603827587353)","(410.07327027306854, 110.3606797741303)","(1283.6059109842347, 76.05308087306372)","(663.6766126278985, 292.8669243415936)","(184.84122043220393, 952.5780964149415)","(430.4207764629141, 587.535678565141)","(149.46746313046265, 984.49823006344)","(498.43799559142565, 267.56530712102654)","(1020.8721000973736, 570.7873096977734)","(610.5664367623732, 780.8359855329871)"
2892.0,"(47.16547702781753, 339.6266935885435)","(410.1329039217032, 110.36387637525965)","(1283.3988787387682, 75.91294647565509)","(663.6182295647591, 293.0175897198856)","(184.8070143300429, 952.6502059328667)","(430.60608528820165, 587.7034898855892)","(149.54012581481032, 984.5007389131229)","(498.4528650152089, 267.31574971232794)","(1020.7627395968867, 570.6783731492845)","(610.4786045785613, 780.8718056053222)"
2893.0,"(47.07665489242843, 339.3930044183517)","(410.1922394020947, 110.36705699338336)","(1283.1918464933017, 75.77281207824646)","(663.5601384169353, 293.1675017712862)","(184.7729792583927, 952.7219549032023)","(430.7913941134892, 587.8713012060373)","(149.61242518573627, 984.5032352185573)","(498.4677344389921, 267.06619230362935)","(1020.6539258989022, 570.5699812835381)","(610.3912115556685, 780.9074465772956)"
2894.0,"(46.98783275703933, 339.15931524815994)","(410.2512782050842, 110.37022170841644)","(1282.9848142478352, 75.63267768083783)","(663.5023377248506, 293.31666426242975)","(184.73911436210074, 952.7933451286864)","(430.9767029387768, 588.0391125264855)","(149.6843630598076, 984.5057190424645)","(498.48260386277536, 266.81663489493076)","(1020.5456562694077, 570.4621313771205)","(610.3042554978902, 780.942909344409)"
2895.0,"(46.89901062165023, 338.92562607796816)","(410.31002181405876, 110.37337059987435)","(1282.7777820023687, 75.4925432834292)","(663.4448260362263, 293.4650809411176)","(184.70541879029022, 952.8643784030429)","(431.16201176406435, 588.2069238469337)","(149.75594124450856, 984.5081904472522)","(498.4974732865586, 266.56707748623217)","(1020.4379279880607, 570.3548207202349)","(610.2177342204008, 780.978194797687)"
2896.0,"(46.810188486261126, 338.6919369077764)","(410.36847170498845, 110.37650374687497)","(1282.5707497569022, 75.35240888602057)","(663.3876019060452, 293.612755536412)","(184.67189169633878, 952.9350565110277)","(431.3473205893519, 588.3747351673818)","(149.82716153828602, 984.510649495016)","(498.51234271034184, 266.3175200775336)","(1020.3307383481203, 570.2480466166337)","(610.1316455492988, 781.0133038236986)"
2897.0,"(46.721366350872024, 338.4582477375846)","(410.4266293464635, 110.37962122814059)","(1282.3637175114357, 75.21227448861194)","(663.330663896515, 293.75969175872996)","(184.63853223785708, 953.0053812284725)","(431.5326294146395, 588.54254648783)","(149.89802573059458, 984.513096247541)","(498.5272121341251, 266.067962668835)","(1020.2240846563798, 570.1418063835505)","(610.0459873215523, 781.0482373045801)"
2898.0,"(46.63254421548292, 338.2245585673928)","(410.4844961997312, 110.38272312199989)","(1282.1566852659691, 75.07214009120331)","(663.2740105770324, 293.9058932999363)","(184.6053395766678, 953.0753543223301)","(431.71793823992704, 588.7103578082782)","(149.9685356019416, 984.5155307663032)","(498.5420815579083, 265.8184052601364)","(1020.1179642330978, 570.0360973516327)","(609.9607573849445, 781.0829961180572)"
2899.0,"(46.54372208009382, 337.99086939720104)","(410.5420737187326, 110.38580950638989)","(1281.9496530205026, 74.93200569379468)","(663.2176405241472, 294.0513638334366)","(184.57231287878446, 953.1449775507184)","(431.9032470652146, 588.8781691287263)","(150.03869292393188, 984.5179531124717)","(498.55695098169156, 265.5688478514378)","(1020.0123744119323, 569.9309168648746)","(609.8759535980198, 781.1175811374669)"
2900.0,"(46.45489994470472, 337.75718022700926)","(410.5993633501389, 110.38888045885794)","(1281.7426207750361, 74.79187129638605)","(663.1615523215265, 294.1961070142694)","(184.53945131439053, 953.2142526629648)","(432.08855589050216, 589.0459804491745)","(150.1084994593122, 984.5203633469093)","(498.5718204054748, 265.3192904427392)","(1019.9073125398727, 569.8262622805502)","(609.7915738300297, 781.1519932317796)"
2901.0,"(46.36607780931562, 337.5234910568175)","(410.6563665333882, 110.39193605656365)","(1281.5355885295696, 74.65173689897742)","(663.1057445599189, 294.34012647919803)","(184.50675405781857, 953.28318139965)","(432.2738647157897, 589.2137917696227)","(150.17795696201566, 984.5227615301748)","(498.58668982925803, 265.0697330340406)","(1019.8027759771734, 569.7221309691474)","(609.7076159608796, 781.1862332656207)"
2902.0,"(46.27725567392652, 337.2898018866257)","(410.71308470072125, 110.39497637628084)","(1281.3285562841031, 74.51160250156879)","(663.0502158371193, 294.48342584680205)","(184.47422028752948, 953.3517654926517)","(432.4591735410773, 589.3816030900709)","(150.24706717720557, 984.5251477225239)","(498.6015592530413, 264.820175625342)","(1019.6987620972875, 569.6185203143017)","(609.6240778810752, 781.2203020992926)"
2903.0,"(46.18843353853742, 337.0561127164339)","(410.7695192772176, 110.39800149439944)","(1281.1215240386366, 74.37146810416016)","(662.9949647579336, 294.626008717568)","(184.44184918609182, 953.4200066651885)","(432.64448236636485, 589.549414410519)","(150.31583184131955, 984.5275219839112)","(498.6164286768245, 264.5706182166434)","(1019.5952682868011, 569.5154277127302)","(609.5409574916698, 781.254200588796)"
2904.0,"(46.099611403148316, 336.82242354624213)","(410.82567168083153, 110.40101148692744)","(1280.91449179317, 74.23133370675153)","(662.939989934144, 294.7678786739802)","(184.40963994016136, 953.4879066318625)","(432.8297911916524, 589.7172257309672)","(150.38425268211296, 984.5298843739916)","(498.63129810060775, 264.32106080794483)","(1019.4922919453671, 569.4128505741666)","(609.4582527042114, 781.2879295858521)"
2905.0,"(46.010789267759215, 336.58873437605035)","(410.8815433224274, 110.40400642949281)","(1280.7074595477036, 74.0911993093429)","(662.8852899844733, 294.9090392806103)","(184.37759174046056, 953.5554670987032)","(433.01510001694, 589.8850370514155)","(150.45233141870239, 984.5322349521217)","(498.646167524391, 264.07150339924624)","(1019.3898304856403, 569.3107863212957)","(609.3759614406904, 781.3214899379228)"
2906.0,"(45.92196713237011, 336.3550452058586)","(410.93713560581523, 110.40698639734535)","(1280.500427302237, 73.95106491193427)","(662.8308635345509, 295.0494940842072)","(184.34570378175826, 953.6226897632097)","(433.20040884222755, 590.0528483718635)","(150.52006976160888, 984.5345737773611)","(498.6610369481742, 263.82194599054765)","(1019.2878813332121, 569.2092323896892)","(609.2940816334869, 781.3548824882332)"
2907.0,"(45.83314499698101, 336.1213560356668)","(410.99244992778614, 110.40995146535862)","(1280.2933950567706, 73.81093051452564)","(662.7767092168781, 295.18924661378617)","(184.31397526284948, 953.6895763143937)","(433.3857176675151, 590.2206596923118)","(150.58746941280083, 984.5369009084743)","(498.67590637195747, 263.57238858184905)","(1019.1864419265461, 569.1081862277407)","(609.2126112253195, 781.388108075792)"
