time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
1.0,"(61.04883988373079, 53.01070820980194)","(216.98917510393719, 96.0488141539436)","(1086.0495430854753, 187.0067440849338)","(861.9858916838004, 42.04796827507857)","(327.0353820929934, 859.9646714351352)","(57.049971590952566, 576.9983147410676)","(9.041147170112131, 692.9715938318008)","(615.0496967602836, 511.00549836496754)","(993.9698265334979, 705.9601306895063)","(884.0494261535986, 933.0075534985566)"
2.0,"(61.097679767461585, 53.02141641960388)","(216.97835020787437, 96.09762830788719)","(1086.1464370912802, 186.99742920527032)","(861.9895278493748, 42.142681960269506)","(327.0886772124731, 859.8826617875698)","(57.09994318190513, 576.9966294821352)","(9.082294340224262, 692.9431876636015)","(615.0906336208195, 511.0602233909676)","(993.9249774008304, 705.9203300360588)","(884.0513841858477, 932.9993978451452)"
3.0,"(61.19535953492318, 53.04283283920776)","(216.95670041574877, 96.1952566157744)","(1086.290676410648, 186.9720388385657)","(862.0109186652023, 42.28413719436919)","(327.1598771323602, 859.7539679015252)","(57.199886363810265, 576.9932589642704)","(9.164588680448524, 692.886375327203)","(615.1227415114757, 511.16416273694534)","(993.8803525138262, 705.8807283858785)","(884.0058712281732, 932.9755417103505)"
4.0,"(61.243617052968176, 53.0566702573864)","(216.97932053737614, 96.26964326416184)","(1086.4822554098625, 186.9305564020116)","(862.0500743158967, 42.472330107510004)","(327.19526153831623, 859.7186416532793)","(57.24985795476283, 576.9915737053379)","(9.29554293002424, 692.8180645899632)","(615.1459238703521, 511.31729898203724)","(993.8359507512571, 705.841324743949)","(883.9128836068152, 932.9359962062842)"
5.0,"(61.2424542377446, 53.062916189569286)","(217.04616216554504, 96.32069628104456)","(1086.7211684192057, 186.8729652260553)","(862.1070050095476, 42.70725681835543)","(327.26603035022833, 859.6479891567873)","(57.34980113666796, 576.9882031874731)","(9.475187052884612, 692.7383830022924)","(615.1600196097648, 511.51960262838975)","(993.7917709975007, 705.8021181202292)","(883.772416195919, 932.8807768518483)"
6.0,"(61.19187426778185, 53.06154997241812)","(217.15715841902886, 96.34828935199174)","(1086.9641150591115, 186.8139997263241)","(862.1669013612855, 42.94997564137602)","(327.3014147561844, 859.6126629085413)","(57.39977272762053, 576.9865179285407)","(9.672811117620189, 692.6546910872809)","(615.169219511716, 511.7470046152478)","(993.7478121425132, 705.7631075296281)","(883.5844604809256, 932.8099094632241)"
7.0,"(61.11591489644294, 53.05624222255603)","(217.31220094207453, 96.3522196644842)","(1087.2070616990172, 186.75503422659293)","(862.2267977130233, 43.19269446439661)","(327.3721835680965, 859.5420104120493)","(57.49971590952566, 576.9831474106759)","(9.869447062032087, 692.5714176318445)","(615.1783734141575, 511.97326959217156)","(993.7040730818006, 705.72429199198)","(883.371538178521, 932.730859915908)"
8.0,"(61.040335321960725, 53.05096101144325)","(217.49563993736416, 96.34045856616177)","(1087.450008338923, 186.69606872686174)","(862.2866940647612, 43.4354132874172)","(327.4546615211399, 859.4227482867378)","(57.55434613520043, 577.0009130229598)","(10.065099826721926, 692.4885605436853)","(615.1874815470867, 512.1984032442107)","(993.6605527163916, 705.68567053202)","(883.1596804876283, 932.6522056163285)"
9.0,"(60.965133645350924, 53.045706206386036)","(217.67816173767733, 96.32875627333097)","(1087.6929549788288, 186.63710322713055)","(862.346590416499, 43.67813211043779)","(327.54882695504733, 859.2548713201631)","(57.57157440452443, 577.035908457845)","(10.259774327588318, 692.4061177409668)","(615.1965441393512, 512.4224112279896)","(993.6172499528096, 705.64724217936)","(882.9488820851901, 932.5739445882468)"
10.0,"(60.890307977124166, 53.040477675354104)","(217.85977092898895, 96.31711249196431)","(1087.9359016187345, 186.57813772739937)","(862.4064867682368, 43.920850933458375)","(327.654658147223, 859.0383742951349)","(57.58871653250181, 577.0707289155558)","(10.453475455950375, 692.324087152262)","(615.2055614186545, 512.6452991718497)","(993.5741637030455, 705.6090059684632)","(882.7391376747642, 932.4960748653056)"
11.0,"(60.815856437238544, 53.03527528697733)","(218.040472074344, 96.30552692950448)","(1088.1788482586403, 186.51917222766818)","(862.4663831199747, 44.163569756478964)","(327.7626397605659, 858.8128970874621)","(57.605772949839306, 577.105375270978)","(10.646208078670623, 692.2424667165006)","(615.2145336115613, 512.8670726759905)","(993.5312928845303, 705.5709609386208)","(882.5304419863903, 932.418594490979)"
12.0,"(60.741777155052354, 53.03009891054244)","(218.22026971397227, 96.29399929485696)","(1088.421794898546, 186.460206727937)","(862.5262794717125, 44.40628857949955)","(327.87062137390876, 858.5874198797894)","(57.62274408509011, 577.1398483946231)","(10.83797703827727, 692.1612543829182)","(615.2234609435035, 513.0877373126106)","(993.4886364201077, 705.5331061339277)","(882.3227897764583, 932.3415015185241)"
13.0,"(60.66806826927709, 53.024948415989726)","(218.3991683654024, 96.28252929838267)","(1088.6647415384518, 186.4012412282058)","(862.5861758234504, 44.64900740252014)","(327.97860298725163, 858.3619426721167)","(57.63963036466466, 577.17414915265)","(11.028787153085883, 692.0804481110035)","(615.232343638786, 513.3072986260476)","(993.4461932380071, 705.4954406032581)","(882.1161758275761, 932.2647940109315)"
14.0,"(60.594727927930705, 53.01982367390978)","(218.5771725235754, 96.27111665189075)","(1088.9076881783576, 186.34227572847462)","(862.6460721751882, 44.89172622554073)","(328.0865846005945, 858.136465464444)","(57.65643221284134, 577.2082784068867)","(11.218643217320453, 692.0000458704485)","(615.2411819205921, 513.5257621329173)","(993.4039622718171, 705.4579634002419)","(881.9105949484382, 932.1884700408768)"
15.0,"(60.52175428829105, 53.014724555540226)","(218.75428666095752, 96.25976106863129)","(1089.1506348182634, 186.28331022874343)","(862.7059685269261, 45.13444504856132)","(328.1945662139374, 857.9109882567712)","(57.67315005177713, 577.2422370148523)","(11.40755000123385, 691.9200456410963)","(615.2499760109891, 513.7431333222527)","(993.3619424604581, 705.4206735832406)","(881.706041973696, 932.1125276906724)"
16.0,"(60.4491455168496, 53.009650932762526)","(218.93051522765273, 96.24846226328813)","(1089.3935814581691, 186.22434472901224)","(862.7658648786639, 45.37716387158191)","(328.30254782728025, 857.6855110490985)","(57.689784301518245, 577.2760258297781)","(11.595512251227682, 691.8404454128909)","(615.2587261309342, 513.9594176556415)","(993.3201327481557, 705.3835702153244)","(881.5025117638274, 932.0369650522191)"
17.0,"(60.37689978926535, 53.00460267809871)","(219.10586265151446, 96.2372199519717)","(1089.636528098075, 186.16537922928106)","(862.8257612304018, 45.619882694602495)","(328.4105294406231, 857.4600338414258)","(57.70633538001066, 577.3096457006292)","(11.782534689971543, 691.7612431858264)","(615.2674325002795, 514.1746205673633)","(993.278532084415, 705.3466523642478)","(881.2999992050082, 931.961780226958)"
18.0,"(60.30501529031903, 52.99957966470822)","(219.2803333382569, 96.22603385221184)","(1089.8794747379807, 186.10641372954987)","(862.8856575821396, 45.862601517623084)","(328.518511053966, 857.2345566337531)","(57.72280370311061, 577.343097472126)","(11.968622016521685, 691.6824369698973)","(615.2760953377781, 514.3887474645264)","(993.237139423993, 705.3099191024265)","(881.0984992089832, 931.8869713258232)"
19.0,"(60.233490213867434, 52.994581766384684)","(219.4539316715656, 96.21490368295078)","(1090.1224213778864, 186.04744822981868)","(862.9455539338775, 46.10532034064367)","(328.62649266730887, 857.0090794260803)","(57.739189684595054, 577.3763819847654)","(12.153778906439078, 691.6040247850477)","(615.2847148610892, 514.6018037272038)","(993.195953726873, 705.2733695069144)","(880.8980067129382, 931.8125364691941)"
20.0,"(60.1623227627981, 52.98960885755276)","(219.62666201320778, 96.20382916453602)","(1090.3653680177922, 185.9884827300875)","(863.0054502856153, 46.34803916366426)","(328.73447428065174, 856.7836022184076)","(57.75549373617208, 577.4095000748416)","(12.338010011906881, 691.5260046611224)","(615.2932912867838, 514.8137947085678)","(993.1549739582387, 705.2370026593798)","(880.6985166793736, 931.7384737868482)"
21.0,"(60.09151114898411, 52.984660813264995)","(219.79852870314173, 96.19281001871333)","(1090.608314657698, 185.9295172303563)","(863.0653466373532, 46.59075798668485)","(328.8424558939946, 856.5581250107349)","(57.771716267491215, 577.4424525744674)","(12.521319961847347, 691.4483746378169)","(615.3018248303498, 515.024725735025)","(993.1141990884474, 705.2008176460829)","(880.5000240959768, 931.664781417914)"
22.0,"(60.02105359323919, 52.97973750919867)","(219.96953605962602, 96.18184596861977)","(1090.8512612976037, 185.87055173062512)","(863.125242989091, 46.83347680970544)","(328.9504375073375, 856.3326478030622)","(57.78785768615376, 577.4752403115951)","(12.70371336203811, 691.3711327646278)","(615.310315706198, 515.2346021063498)","(993.0736280930053, 705.1648135578524)","(880.3025239754969, 931.5914575108244)"
23.0,"(59.95094832527299, 52.974838821652675)","(220.13968837932788, 96.17093673877667)","(1091.0942079375095, 185.81158623089394)","(863.1851393408289, 47.07619563272603)","(329.05841912068036, 856.1071705953894)","(57.80391839772299, 577.5078641100372)","(12.88519479522792, 691.2942771008046)","(615.318764127667, 515.443429095818)","(993.0332599525402, 705.1289894900632)","(880.1060113556194, 931.5185002232703)"
24.0,"(59.88119358364663, 52.969964627544414)","(220.30898993743125, 96.1600820550828)","(1091.3371545774153, 185.75262073116275)","(863.2450356925667, 47.318914455746615)","(329.1664007340232, 855.8816933877167)","(57.819898805734375, 577.540324789487)","(13.06576882125178, 691.2178057153005)","(615.3271703070287, 515.651211950339)","(992.9930936527775, 705.0933445426128)","(879.9104812988413, 931.445907722154)"
25.0,"(59.81178761572839, 52.96511480440669)","(220.4774449877441, 96.14928164480739)","(1091.580101217321, 185.69365523143156)","(863.3049320443046, 47.561633278767204)","(329.2743823473661, 855.656216180044)","(57.835799311705706, 577.5726231655397)","(13.245439977145521, 691.1417166867241)","(615.3355344554935, 515.8579558905873)","(992.9531281845136, 705.0578778198998)","(879.7159288923472, 931.3736781835432)"
26.0,"(59.74272867764975, 52.96028923038465)","(220.64505776280538, 96.13853523658335)","(1091.8230478572268, 185.63468973170038)","(863.3648283960424, 47.80435210178779)","(329.382363960709, 855.4307389723713)","(57.85162031514718, 577.6047600497119)","(13.424212777259793, 691.0660081032904)","(615.3438567832161, 516.0636661111344)","(992.913362543591, 705.0225884308003)","(879.5223492478855, 931.3018097926255)"
27.0,"(59.6740150342615, 52.95548778423273)","(220.81183247399136, 96.12784256040044)","(1092.0659944971326, 185.5757242319692)","(863.4247247477803, 48.04707092480838)","(329.49034557405184, 855.2052617646985)","(57.86736221357145, 577.6367362494633)","(13.602091713373495, 690.990678062774)","(615.3521374993, 516.2683477805787)","(992.8737957308731, 704.9874754886463)","(879.329737501646, 931.2303007436624)"
28.0,"(59.60564495909019, 52.95071034531156)","(220.9777733116214, 96.11720334759843)","(1092.3089411370383, 185.516758732238)","(863.4846210995181, 48.28978974782897)","(329.5983271873947, 854.9797845570258)","(57.88302540250359, 577.668552568216)","(13.779081254806627, 690.9157246724601)","(615.3603768118036, 516.4720060416757)","(992.8344267522187, 704.952538111203)","(879.1380888141379, 931.1591492399441)"
29.0,"(59.537616734294744, 52.945956793585005)","(221.1428844450633, 96.10661733086044)","(1092.551887776944, 185.45779323250682)","(863.544517451256, 48.53250857084956)","(329.7063088007376, 854.7543073493531)","(57.89861027549107, 577.7002098053749)","(13.955185848532594, 690.8411460490978)","(615.3685749277446, 516.6746460114674)","(992.7952546184576, 704.917775420647)","(878.9473983700672, 931.0883534937444)"
30.0,"(59.469928650623274, 52.94122700961708)","(221.30717002283797, 96.09608424420614)","(1092.7948344168499, 185.39882773277563)","(863.6044138029938, 48.775227393870146)","(329.81429041408046, 854.5288301416804)","(57.91411722411362, 577.7317087563481)","(14.130409919289932, 690.7669403188523)","(615.3767320531059, 516.8762727814101)","(992.7562783453653, 704.8831865435437)","(878.7576613782169, 931.0179117262757)"
31.0,"(59.40257900737016, 52.93652087456899)","(221.47063417272378, 96.0856038229851)","(1093.0377810567556, 185.33986223304444)","(863.6643101547317, 49.017946216890735)","(329.92227202742333, 854.3033529340076)","(57.92954663799305, 577.7630502125663)","(14.304757869693482, 690.6931056172581)","(615.3848483928404, 517.076891417503)","(992.7174969536385, 704.848770610826)","(878.5688730713258, 930.9478221676443)"
32.0,"(59.335566112333304, 52.931838270196145)","(221.63328100186015, 96.07517580387018)","(1093.2807276966614, 185.28089673331326)","(863.7242065064695, 49.26066503991132)","(330.0302536407662, 854.0778757263349)","(57.94489890480308, 577.7942349615035)","(14.478234080345015, 690.6196400891718)","(615.3929241508762, 517.2765069604155)","(992.6789094688703, 704.8145267577719)","(878.3810287059691, 930.8780830568061)"
33.0,"(59.26888828177164, 52.927179078845164)","(221.79511459685085, 96.06479992485083)","(1093.5236743365672, 185.22193123358207)","(863.7841028582073, 49.50338386293191)","(330.1382352541091, 853.8523985186622)","(57.960174410279066, 577.825263786696)","(14.65084290994329, 690.5465418887259)","(615.4009595301218, 517.4751244256134)","(992.640514921526, 704.7804541239831)","(878.1941235624392, 930.808692641522)"
34.0,"(59.20254384036278, 52.92254318345094)","(221.9561390238666, 96.05447592522658)","(1093.766620976473, 185.16296573385088)","(863.8439992099452, 49.7461026859525)","(330.24621686745195, 853.6269213109895)","(57.97537353822767, 577.8561374677626)","(14.822588695393573, 690.4738091792823)","(615.4089547324712, 517.6727488034854)","(992.6023123469183, 704.7465518533631)","(878.008152944627, 930.7396491783144)"
35.0,"(59.136531121160964, 52.91793046753369)","(222.11635832874725, 96.04420354560045)","(1094.0095676163787, 185.1040002341197)","(863.903895561683, 49.98882150897309)","(330.3541984807948, 853.4014441033167)","(57.99049667053654, 577.8868567804237)","(14.993475751916606, 690.4014401333859)","(615.4169099588089, 517.869385059468)","(992.5643007851837, 704.7128190940963)","(877.8231121799039, 930.6709509324228)"
36.0,"(59.07084846555516, 52.913340815196015)","(222.27577653710352, 96.03398252787245)","(1094.2525142562845, 185.0450347343885)","(863.9637919134209, 50.23154033199368)","(330.4621800941377, 853.175966895644)","(58.00554418718385, 577.9174224965216)","(15.163508373157022, 690.329432932719)","(615.4248254090148, 518.0650381341707)","(992.5264792812578, 704.6792549986258)","(877.6389966190044, 930.6025961777607)"
37.0,"(59.00549422322738, 52.90877411112004)","(222.434397654418, 96.0238126152331)","(1094.4954608961903, 184.98606923465732)","(864.0236882651587, 50.474259155014266)","(330.57016170748057, 852.9504896879713)","(58.02051646624793, 577.947835384039)","(15.332690831291236, 690.2577857680554)","(615.4327012819698, 518.2597129434998)","(992.4888468848516, 704.6458587236326)","(877.4558016359093, 930.5345831968718)"
38.0,"(58.94046675211124, 52.90423024056444)","(222.5922256661459, 96.01369355215694)","(1094.738407536096, 184.92710373492613)","(864.0835846168966, 50.716977978034855)","(330.67814332082344, 852.7250124802986)","(58.035413883916696, 577.9780962071188)","(15.50102737713478, 690.1864968392151)","(615.44053777556, 518.4534143787823)","(992.4514026504273, 704.6126294300144)","(877.2735226277298, 930.4669102808875)"
39.0,"(58.875764418350684, 52.899709089361615)","(222.74926453781518, 96.00362508439615)","(1094.9813541760018, 184.86813823519495)","(864.1434809686344, 50.95969680105544)","(330.7861249341663, 852.4995352726258)","(58.05023681449711, 578.0082057260832)","(15.668522240249107, 690.115564355019)","(615.4483350866822, 518.6461473068885)","(992.4141456371752, 704.5795662828643)","(877.0921550145912, 930.3995757294831)"
40.0,"(58.81138559625893, 52.89521054391481)","(222.9055182151261, 95.99360695897417)","(1095.2243008159076, 184.80917273546376)","(864.2033773203723, 51.20241562407603)","(330.8941065475092, 852.2740580649531)","(58.06498563042462, 578.0381646974529)","(15.835179629047861, 690.0449865332439)","(615.4560934112487, 518.837916570354)","(992.3770749089894, 704.54666845145)","(876.9116942395183, 930.3325778508357)"
41.0,"(58.74732866827763, 52.89073449119523)","(223.06099062405048, 95.9836389241793)","(1095.4672474558133, 184.75020723573257)","(864.2632736721101, 51.44513444709662)","(331.00208816085205, 852.0485808572804)","(58.0796607022725, 578.0679738739656)","(16.00100373090262, 689.9747616005777)","(615.4638129441925, 519.0287269875022)","(992.3401895344444, 704.5139351091927)","(876.7321357683207, 930.2659149615815)"
42.0,"(58.683592024936246, 52.88628081873926)","(223.2156856709302, 95.97372072955841)","(1095.710194095719, 184.6912417360014)","(864.323170023848, 51.68785327011721)","(331.1100697741949, 851.8231036496077)","(58.09426239876114, 578.0976340045958)","(16.165998712248108, 689.9048877925749)","(615.4714938794715, 519.2185833525647)","(992.2751066730686, 704.4399113111809)","(876.5534750894791, 930.1995853867736)"
43.0,"(58.620174064811565, 52.881849414645565)","(223.36960724257557, 95.96385212591062)","(1095.9531407356249, 184.6322762362702)","(864.3830663755858, 51.9305720931378)","(331.2180513875378, 851.597626441935)","(58.10879108676733, 578.1271458345727)","(16.330168718686867, 689.835363353612)","(615.4791364100741, 519.4074904358018)","(992.2370469796756, 704.4079558907487)","(876.3757077140317, 930.1335874598398)"
44.0,"(58.55707319448751, 52.87744016757234)","(223.52275920636268, 95.95403286528106)","(1096.1960873755306, 184.573310736539)","(864.4429627273237, 52.173290916158386)","(331.32603300088067, 851.3721492342622)","(58.1232471313335, 578.1565101053999)","(16.49351787509343, 689.766186536844)","(615.4867407280237, 519.5954529836229)","(992.2260217989675, 704.4180615583181)","(876.1988291754616, 930.0679195225406)"
45.0,"(58.49428782851507, 52.87305296673448)","(223.67514541033086, 95.94426270095465)","(1096.4390340154364, 184.51434523680783)","(864.5028590790615, 52.416009739178975)","(331.43401461422354, 851.1466720265895)","(58.137630895676836, 578.1857275548729)","(16.656050285717964, 689.6973556041597)","(615.4943070243836, 519.7824757187047)","(992.2420424645619, 704.4702210271162)","(876.0228350295843, 930.0025799249279)"
46.0,"(58.43181638937249, 52.868687701900804)","(223.8267696832792, 95.93454138744988)","(1096.6819806553422, 184.45537973707664)","(864.5627554307994, 52.65872856219956)","(331.5419962275664, 850.9211948189168)","(58.151942741198454, 578.2147989170985)","(16.817770034289374, 689.628868826139)","(615.5018354892617, 519.9685633401112)","(992.2851203196933, 704.5644269998636)","(875.8477208544364, 929.9375670253032)"
47.0,"(58.36965730742563, 52.8643442633913)","(223.9776358348628, 95.92486868051263)","(1096.924927295248, 184.39641423734545)","(864.6226517825372, 52.90144738522015)","(331.6499778409093, 850.695717611244)","(58.16618302749246, 578.243724922513)","(16.978681184117928, 689.5607244820083)","(615.5093263118154, 520.1537205234107)","(992.3552667379961, 704.7006721553794)","(875.6734822501642, 929.8728791901767)"
48.0,"(58.307809020888506, 52.86002254207435)","(224.1277476556885, 95.91524433711007)","(1097.1678739351537, 184.33744873761427)","(864.6825481342751, 53.14416620824074)","(331.75795945425216, 850.4702404035713)","(58.180352112354996, 578.2725062979005)","(17.138787778197337, 689.4929208595983)","(615.5167796802563, 520.3379519207937)","(992.4524931445409, 704.8789491349909)","(875.5001148389133, 929.8085147942259)"
49.0,"(58.24626997578407, 52.85572242936397)","(224.27710891741006, 95.90566811542452)","(1097.4108205750595, 184.27848323788308)","(864.7424444860129, 53.38688503126133)","(331.86594106759503, 850.2447631958986)","(58.19445035179322, 578.301143766411)","(17.29809383930635, 689.4254562553002)","(615.5241957818549, 520.5212621611897)","(992.5752056076321, 705.0967601801701)","(875.3276142647187, 929.7444722202547)"
50.0,"(58.18503862590514, 52.85144381721715)","(224.425723372823, 95.8961397748474)","(1097.6537672149652, 184.2195177381519)","(864.8023408377508, 53.62960385428192)","(331.9739226809379, 850.0192859882259)","(58.25792594960472, 578.3219150744809)","(17.456603370109818, 689.3583289740237)","(615.5315748029457, 520.7036558503838)","(992.6979180707234, 705.3145712253494)","(875.1559761933951, 929.6807498591534)"
51.0,"(58.124113432775616, 52.84718659813107)","(224.57359475595888, 95.88665907597316)","(1097.896713854871, 184.1605522384207)","(864.8622371894886, 53.872322677302506)","(332.0819042942808, 849.7938087805531)","(58.365167104179655, 578.3668643899374)","(17.61432035325927, 689.2915373291536)","(615.5389169289309, 520.8851375711318)","(992.8206305338147, 705.5323822705286)","(874.9851963124281, 929.6173461098576)"
52.0,"(58.063492865611735, 52.842950665140414)","(224.7207267821791, 95.87722578059329)","(1098.1396604947768, 184.10158673868952)","(864.9221335412265, 54.115041500323095)","(332.18988590762365, 849.5683315728804)","(58.51617242786425, 578.4359942244565)","(17.771248751492973, 689.2250796425078)","(615.5462223442862, 521.0657118832762)","(992.9433429969059, 705.7501933157079)","(874.8152703308659, 929.5542593793083)"
53.0,"(58.00317540128368, 52.83873591181471)","(224.8671231482682, 95.86783965169033)","(1098.3826071346825, 184.04262123895833)","(864.9820298929643, 54.35776032334368)","(332.2978675209665, 849.3428543652077)","(58.71094053106745, 578.5293070928798)","(17.927392507735508, 689.1589542442953)","(615.5534912325647, 521.2453833238599)","(993.0660554599972, 705.9680043608871)","(874.6461939792116, 929.4914880824117)"
54.0,"(57.943159524277256, 52.834542232255636)","(225.01278753252686, 95.85850045343189)","(1098.6255537745883, 183.98365573922715)","(865.0419262447022, 54.60047914636427)","(332.4058491343094, 849.117377157535)","(58.935538417574904, 578.6391059516005)","(18.082755545196832, 689.0931594730738)","(615.5607237764019, 521.4241564072406)","(993.1887679230884, 706.1858154060664)","(874.4779630093155, 929.4290306419997)"
55.0,"(57.88344372665587, 52.830369521094354)","(225.15772359486422, 95.84920795116473)","(1098.868500414494, 183.92469023949596)","(865.10182259644, 54.84319796938486)","(332.51383074765226, 848.8918999498622)","(59.16013630408236, 578.7489048103213)","(18.23734176747085, 689.0276936757084)","(615.5679201575199, 521.6020356252044)","(993.3114803861797, 706.4036264512456)","(874.310573194269, 929.3668854887896)"
56.0,"(57.82402650802259, 52.826217673488884)","(225.3019349768899, 95.8399619114089)","(1099.1114470543998, 183.86572473976477)","(865.1617189481778, 55.085916792405456)","(332.62181236099514, 848.6664227421895)","(59.38473419058981, 578.858703669042)","(18.391155058633494, 688.9625552073298)","(615.5750805567322, 521.7790254470784)","(993.434192849271, 706.6214374964248)","(874.1440203282976, 929.3050510613457)"
57.0,"(57.764906375482475, 52.82208658512144)","(225.44542530200545, 95.83076210185186)","(1099.3543936943056, 183.80675924003359)","(865.2216152999157, 55.32863561542605)","(332.729793974338, 848.4409455345168)","(59.609332077097264, 578.9685025277628)","(18.544199283340326, 688.8977424312932)","(615.5822051539486, 521.9551303198431)","(993.5569053123622, 706.8392485416041)","(873.9783002266562, 929.243525806039)"
58.0,"(57.70608184360506, 52.81797615219583)","(225.58819817549542, 95.8216082913426)","(1099.5973403342114, 183.7477937403024)","(865.2815116516535, 55.57135443844665)","(332.8377755876809, 848.2154683268441)","(59.83392996360472, 579.0783013864835)","(18.696478286923625, 688.8332537191367)","(615.5892941281788, 522.1303546682439)","(993.6796177754535, 707.0570595867833)","(873.8134087255229, 929.1823081770087)"
59.0,"(57.64755143438704, 52.81388627143485)","(225.73025718461795, 95.81250024988589)","(1099.8393536325402, 183.6890547716009)","(865.3414080033914, 55.81407326146724)","(332.94575720102375, 847.9899911191713)","(60.05852785011217, 579.1881002452043)","(18.847995895489007, 688.769087450541)","(615.596347657538, 522.3047028949027)","(993.8023302385448, 707.2748706319626)","(873.6493416818953, 929.1213966361237)"
60.0,"(57.5893136772151, 52.80981684007768)","(225.87160589869487, 95.80343774863645)","(1100.0801568643776, 183.63060949774288)","(865.4013043551292, 56.05679208448784)","(333.0537388143666, 847.7645139114986)","(60.283125736619624, 579.297899103925)","(18.99875591601156, 688.7052420132883)","(615.6033659192503, 522.4781793804282)","(993.925042701636, 707.4926816771418)","(873.4860949734858, 929.0607896529431)"
61.0,"(57.53136710882902, 52.80576775587729)","(226.0122478692014, 95.79442055989327)","(1100.3197560800556, 183.57245645025418)","(865.4612007068671, 56.299510907508434)","(333.1617204277095, 847.5390367038259)","(60.50772362312708, 579.4076979626458)","(19.148762136431504, 688.6417158032218)","(615.610349089654, 522.6507884835261)","(994.0477551647273, 707.7104927223211)","(873.3236644986184, 929.0004857046783)"
62.0,"(57.47371027328488, 52.80173891709791)","(226.15218662985538, 95.7854484570938)","(1100.5581572996552, 183.5145941680029)","(865.5210970586049, 56.54222973052903)","(333.26970204105237, 847.3135594961532)","(60.73232150963453, 579.5174968213665)","(19.298018325749347, 688.5785072242057)","(615.6172973442058, 522.8225345411084)","(994.1704676278185, 707.9283037675003)","(873.1620461761254, 928.940483276155)"
63.0,"(57.41634172191846, 52.79773022251242)","(226.2914256967061, 95.77652121480834)","(1100.795366513157, 183.45702119716287)","(865.5809934103428, 56.784948553549626)","(333.37768365439524, 847.0880822884805)","(60.956919396141984, 579.6272956800873)","(19.4465282341206, 688.5156146880847)","(615.6242108574847, 522.993421868403)","(994.2931800909098, 708.1461148126796)","(873.0012359452447, 928.8807808597742)"
64.0,"(57.35926001330886, 52.793741571399856)","(226.4299685682226, 95.7676386087343)","(1101.0313896805912, 183.39973609117706)","(865.6408897620806, 57.02766737657022)","(333.4856652677381, 846.8626050808077)","(61.18151728264944, 579.737094538808)","(19.594295592949997, 688.4530366146442)","(615.6310898031974, 523.163454759061)","(994.4158925540011, 708.3639258578588)","(872.8412297655185, 928.8213769554753)"
65.0,"(57.30246371324232, 52.78977286354286)","(226.56781872538147, 95.75880041569063)","(1101.2662327321882, 183.34273741072118)","(865.7007861138185, 57.27038619959082)","(333.593646881081, 846.637127873135)","(61.40611516915689, 579.8468933975288)","(19.741324114985247, 688.390771431571)","(615.6379343541814, 523.3326374852656)","(994.5386050170923, 708.5817369030381)","(872.6820236166909, 928.7622700706979)"
66.0,"(57.245951394676105, 52.785823999225144)","(226.70497963175455, 95.75000641361217)","(1101.4999015685273, 183.28602372366757)","(865.7606824655563, 57.51310502261141)","(333.70162849442386, 846.4116506654623)","(61.630713055664344, 579.9566922562495)","(19.88761749441032, 688.3288175744132)","(615.6447446824105, 523.5009742978393)","(994.6609119920068, 708.7988282185229)","(872.5236134986075, 928.7034587203444)"
67.0,"(57.189721637702725, 52.78189487922902)","(226.84145473359578, 95.7412563815441)","(1101.7324020606848, 183.22959360504922)","(865.8205788172942, 57.75582384563201)","(333.80961010776673, 846.1861734577896)","(61.8553109421718, 580.0664911149703)","(20.03317940693827, 688.2671734865411)","(615.6515209589985, 523.6684694263502)","(994.7826074320468, 709.0148340774302)","(872.3659954311145, 928.6449414267427)"
68.0,"(57.13377302951421, 52.777985404832876)","(226.9772474599278, 95.73255009963638)","(1101.9637400503814, 183.17344563702397)","(865.880475169032, 57.998542668652604)","(333.9175917211096, 845.9606962501168)","(62.07990882867925, 580.176289973691)","(20.17801350990358, 688.2058376191084)","(615.6582633542035, 523.8351270792184)","(994.9036943948865, 709.2297599070431)","(872.2091654539589, 928.586716719609)"
69.0,"(57.078104164366636, 52.774095477808714)","(227.11236122262818, 95.72388734913821)","(1102.1939213501294, 183.11757840883885)","(865.9403715207699, 58.2412614916732)","(334.0255733344525, 845.7352190424441)","(62.304506715186704, 580.2860888324118)","(20.322123442354062, 688.1448084310128)","(615.6649720374326, 524.0009514438224)","(995.0241759229121, 709.4436111075079)","(872.0531196266891, 928.5287831360109)"
70.0,"(57.022713643544805, 52.77022500041967)","(227.24679941651505, 95.71526791239252)","(1102.4229517433787, 183.06199051679465)","(866.0002678725077, 58.483980314693795)","(334.13355494779535, 845.5097418347714)","(62.52910460169416, 580.3958876911325)","(20.46551282514229, 688.0840843888578)","(615.6716471772454, 524.1659466866032)","(995.1440550432976, 709.6563930519703)","(871.8978540285556, 928.4711392203309)"
71.0,"(56.96760007532708, 52.76637387541757)","(227.38056541943246, 95.70669157283055)","(1102.6508369846617, 183.00668056421068)","(866.0601642242456, 58.72669913771439)","(334.2415365611382, 845.2842646270987)","(62.75370248820161, 580.5056865498533)","(20.60818526101658, 688.0236639669135)","(615.6782889413591, 524.3301169531702)","(995.2633347680811, 709.8681110867104)","(871.7433647584128, 928.4137835242292)"
