time,position 0,position 1,position 2
2991.0,"(1001.7269556405636, 623.3355867997101)","(164.22423882764258, 640.9412867636729)","(911.553146813463, 182.04072599952116)"
2992.0,"(1001.4787139947625, 623.3651855376895)","(164.19811763350435, 640.9365803298546)","(911.7879975257387, 182.12642980890908)"
2993.0,"(1001.2304723489615, 623.3947842756689)","(164.17212704533682, 640.9318974282053)","(912.0228482380144, 182.212133618297)"
2994.0,"(1000.9822307031604, 623.4243830136484)","(164.14626641011014, 640.9272379410643)","(912.2576989502901, 182.29783742768493)"
2995.0,"(1000.7339890573594, 623.4539817516278)","(164.1205350780596, 640.9226017513589)","(912.4925496625658, 182.38354123707285)"
2996.0,"(1000.4857474115583, 623.4835804896072)","(164.0949324026693, 640.9179887426021)","(912.7274003748415, 182.46924504646077)"
2997.0,"(1000.2375057657573, 623.5131792275866)","(164.06945774065593, 640.9133987988891)","(912.9622510871172, 182.5549488558487)"
2998.0,"(999.9892641199563, 623.5427779655661)","(164.04411045195266, 640.9088318048947)","(913.197101799393, 182.64065266523662)"
2999.0,"(999.7410224741552, 623.5723767035455)","(164.0188898996929, 640.9042876458702)","(913.4319525116687, 182.72635647462454)"
3000.0,"(999.4927808283542, 623.6019754415249)","(163.99379545019445, 640.8997662076408)","(913.6668032239444, 182.81206028401246)"
3001.0,"(999.2445391825531, 623.6315741795044)","(163.96882647294348, 640.8952673766026)","(913.9016539362201, 182.89776409340038)"
3002.0,"(998.9962975367521, 623.6611729174838)","(163.94398234057877, 640.8907910397196)","(914.1365046484958, 182.9834679027883)"
3003.0,"(998.748055890951, 623.6907716554632)","(163.91926242887587, 640.886337084521)","(914.3713553607715, 183.06917171217623)"
3004.0,"(998.49981424515, 623.7203703934426)","(163.89466611673149, 640.8819053990984)","(914.6062060730472, 183.15487552156415)"
3005.0,"(998.251572599349, 623.7499691314221)","(163.87019278614784, 640.8774958721029)","(914.841056785323, 183.24057933095207)"
3006.0,"(998.0033309535479, 623.7795678694015)","(163.8458418222171, 640.8731083927424)","(915.0759074975987, 183.32628314034)"
3007.0,"(997.7550893077469, 623.8091666073809)","(163.821612613106, 640.8687428507787)","(915.3107582098744, 183.41198694972792)"
3008.0,"(997.5068476619458, 623.8387653453603)","(163.79750455004046, 640.8643991365249)","(915.5456089221501, 183.49769075911584)"
3009.0,"(997.2586060161448, 623.8683640833398)","(163.77351702729027, 640.8600771408422)","(915.7804596344258, 183.58339456850376)"
3010.0,"(997.0103643703437, 623.8979628213192)","(163.7496494421538, 640.855776755138)","(916.0153103467015, 183.6690983778917)"
3011.0,"(996.7621227245427, 623.9275615592986)","(163.72590119494305, 640.8514978713623)","(916.2501610589773, 183.7548021872796)"
3012.0,"(996.5138810787416, 623.957160297278)","(163.70227168896832, 640.8472403820055)","(916.485011771253, 183.84050599666753)"
3013.0,"(996.2656394329406, 623.9867590352575)","(163.6787603305235, 640.8430041800955)","(916.7198624835287, 183.92620980605545)"
3014.0,"(996.0173977871395, 624.0163577732369)","(163.65536652887087, 640.838789159195)","(916.9547131958044, 184.01191361544338)"
3015.0,"(995.7691561413385, 624.0459565112163)","(163.63208969622653, 640.8345952133991)","(917.1895639080801, 184.0976174248313)"
3016.0,"(995.5209144955375, 624.0755552491958)","(163.6089292477454, 640.8304222373321)","(917.4244146203558, 184.18332123421922)"
3017.0,"(995.2726728497364, 624.1051539871752)","(163.58588460150668, 640.8262701261455)","(917.6592653326315, 184.26902504360714)"
3018.0,"(995.0244312039354, 624.1347527251546)","(163.56295517849915, 640.8221387755148)","(917.8941160449073, 184.35472885299507)"
3019.0,"(994.7761895581343, 624.164351463134)","(163.54014040260665, 640.8180280816372)","(918.128966757183, 184.440432662383)"
3020.0,"(994.5279479123333, 624.1939502011135)","(163.51743970059363, 640.813937941229)","(918.3638174694587, 184.5261364717709)"
3021.0,"(994.2797062665322, 624.2235489390929)","(163.49485250209065, 640.8098682515229)","(918.5986681817344, 184.61184028115883)"
3022.0,"(994.0314646207312, 624.2531476770723)","(163.4723782395802, 640.8058189102652)","(918.8335188940101, 184.69754409054676)"
3023.0,"(993.7832229749301, 624.2827464150517)","(163.4500163483823, 640.8017898157138)","(919.0683696062858, 184.78324789993468)"
3024.0,"(993.5349813291291, 624.3123451530312)","(163.4277662666404, 640.7977808666353)","(919.3032203185616, 184.8689517093226)"
3025.0,"(993.286739683328, 624.3419438910106)","(163.4056274353072, 640.7937919623022)","(919.5380710308373, 184.95465551871052)"
3026.0,"(993.038498037527, 624.37154262899)","(163.38359929813066, 640.7898230024907)","(919.772921743113, 185.04035932809845)"
3027.0,"(992.790256391726, 624.4011413669695)","(163.36168130164, 640.7858738874783)","(920.0077724553887, 185.12606313748637)"
3028.0,"(992.5420147459249, 624.4307401049489)","(163.3398728951318, 640.7819445180409)","(920.2426231676644, 185.2117669468743)"
3029.0,"(992.2937731001239, 624.4603388429283)","(163.31817353065614, 640.7780347954507)","(920.4774738799401, 185.29747075626221)"
3030.0,"(992.0455314543228, 624.4899375809077)","(163.29658266300285, 640.7741446214735)","(920.7123245922159, 185.38317456565014)"
3031.0,"(991.7972898085218, 624.5195363188872)","(163.27509974968783, 640.7702738983661)","(920.9471753044916, 185.46887837503806)"
3032.0,"(991.5490481627207, 624.5491350568666)","(163.2537242509394, 640.7664225288743)","(921.1820260167673, 185.55458218442598)"
3033.0,"(991.3008065169197, 624.578733794846)","(163.2324556296847, 640.76259041623)","(921.416876729043, 185.6402859938139)"
3034.0,"(991.0525648711186, 624.6083325328254)","(163.21129335153628, 640.7587774641488)","(921.6517274413187, 185.72598980320183)"
3035.0,"(990.8043232253176, 624.6379312708049)","(163.1902368847786, 640.7549835768281)","(921.8865781535944, 185.81169361258975)"
3036.0,"(990.5560815795166, 624.6675300087843)","(163.16928570035472, 640.7512086589439)","(922.1214288658701, 185.89739742197767)"
3037.0,"(990.3078399337155, 624.6971287467637)","(163.14843927185294, 640.7474526156492)","(922.3562795781459, 185.9831012313656)"
3038.0,"(990.0595982879145, 624.7267274847432)","(163.12769707549367, 640.7437153525709)","(922.5911302904216, 186.06880504075352)"
3039.0,"(989.8113566421134, 624.7563262227226)","(163.1070585901162, 640.7399967758081)","(922.8259810026973, 186.15450885014144)"
3040.0,"(989.5631149963124, 624.785924960702)","(163.08652329716563, 640.736296791929)","(923.060831714973, 186.24021265952936)"
3041.0,"(989.3148733505113, 624.8155236986814)","(163.0660906806798, 640.7326153079694)","(923.2956824272487, 186.32591646891728)"
3042.0,"(989.0666317047103, 624.8451224366609)","(163.0457602272764, 640.7289522314295)","(923.5305331395244, 186.4116202783052)"
3043.0,"(988.8183900589092, 624.8747211746403)","(163.02553142614002, 640.7253074702724)","(923.7653838518002, 186.49732408769313)"
3044.0,"(988.5701484131082, 624.9043199126197)","(163.00540376900932, 640.721680932921)","(924.0002345640759, 186.58302789708105)"
3045.0,"(988.3219067673072, 624.9339186505991)","(162.98537675016428, 640.7180725282564)","(924.2350852763516, 186.66873170646898)"
3046.0,"(988.0736651215061, 624.9635173885786)","(162.96544986641345, 640.7144821656151)","(924.4699359886273, 186.7544355158569)"
3047.0,"(987.8254234757051, 624.993116126558)","(162.9456226170814, 640.710909754787)","(924.704786700903, 186.84013932524482)"
3048.0,"(987.577181829904, 625.0227148645374)","(162.92589450399598, 640.7073552060131)","(924.9396374131787, 186.92584313463274)"
3049.0,"(987.328940184103, 625.0523136025168)","(162.906265031476, 640.703818429983)","(925.1744881254544, 187.01154694402067)"
3050.0,"(987.0806985383019, 625.0819123404963)","(162.88673370631864, 640.7002993378331)","(925.4093388377302, 187.0972507534086)"
3051.0,"(986.8324568925009, 625.1115110784757)","(162.86730003778703, 640.696797841144)","(925.6441895500059, 187.1829545627965)"
3052.0,"(986.5842152466998, 625.1411098164551)","(162.8479635375981, 640.6933138519382)","(925.8790402622816, 187.26865837218443)"
3053.0,"(986.3359736008988, 625.1707085544346)","(162.8287237199101, 640.6898472826786)","(926.1138909745573, 187.35436218157236)"
3054.0,"(986.0877319550978, 625.200307292414)","(162.80958010131056, 640.6863980462651)","(926.348741686833, 187.44006599096028)"
3055.0,"(985.8394903092967, 625.2299060303934)","(162.790532200804, 640.6829660560338)","(926.5835923991087, 187.5257698003482)"
3056.0,"(985.5912486634957, 625.2595047683728)","(162.77157953979997, 640.6795512257537)","(926.8184431113845, 187.61147360973612)"
3057.0,"(985.3430070176946, 625.2891035063523)","(162.75272164210097, 640.676153469625)","(927.0532938236602, 187.69717741912405)"
3058.0,"(985.0947653718936, 625.3187022443317)","(162.73395803389047, 640.6727727022768)","(927.2881445359359, 187.78288122851197)"
3059.0,"(984.8465237260925, 625.3483009823111)","(162.71528824372103, 640.6694088387654)","(927.5229952482116, 187.8685850378999)"
3060.0,"(984.5982820802915, 625.3778997202905)","(162.69671180250242, 640.6660617945716)","(927.7578459604873, 187.9542888472878)"
3061.0,"(984.3500404344904, 625.40749845827)","(162.6782282434899, 640.6627314855988)","(927.992696672763, 188.03999265667574)"
3062.0,"(984.1017987886894, 625.4370971962494)","(162.65983710227246, 640.6594178281708)","(928.2275473850387, 188.12569646606366)"
3063.0,"(983.8535571428883, 625.4666959342288)","(162.6415379167611, 640.65612073903)","(928.4623980973145, 188.21140027545158)"
3064.0,"(983.6053154970873, 625.4962946722083)","(162.6233302271773, 640.6528401353348)","(928.6972488095902, 188.2971040848395)"
3065.0,"(983.3570738512863, 625.5258934101877)","(162.6052135760414, 640.6495759346582)","(928.9320995218659, 188.38280789422743)"
3066.0,"(983.1088322054852, 625.5554921481671)","(162.58718750816118, 640.6463280549849)","(929.1669502341416, 188.46851170361535)"
3067.0,"(982.8605905596842, 625.5850908861465)","(162.56925157062037, 640.6430964147099)","(929.4018009464173, 188.55421551300327)"
3068.0,"(982.6123489138831, 625.614689624126)","(162.55140531276726, 640.6398809326364)","(929.636651658693, 188.6399193223912)"
3069.0,"(982.3641072680821, 625.6442883621054)","(162.53364828620343, 640.6366815279732)","(929.8715023709688, 188.72562313177912)"
3070.0,"(982.115865622281, 625.6738871000848)","(162.51598004477242, 640.6334981203333)","(930.1063530832445, 188.81132694116704)"
3071.0,"(981.86762397648, 625.7034858380642)","(162.49840014454855, 640.6303306297317)","(930.3412037955202, 188.89703075055496)"
3072.0,"(981.619382330679, 625.7330845760437)","(162.48090814382581, 640.6271789765831)","(930.5760545077959, 188.98273455994288)"
3073.0,"(981.3711406848779, 625.7626833140231)","(162.4635036031067, 640.6240430817002)","(930.8109052200716, 189.0684383693308)"
3074.0,"(981.1228990390769, 625.7922820520025)","(162.44618608509114, 640.6209228662917)","(931.0457559323473, 189.15414217871873)"
3075.0,"(980.8746573932758, 625.821880789982)","(162.4289551546657, 640.6178182519602)","(931.280606644623, 189.23984598810665)"
3076.0,"(980.6264157474748, 625.8514795279614)","(162.41181037889237, 640.6147291607004)","(931.5154573568988, 189.32554979749457)"
3077.0,"(980.3781741016737, 625.8810782659408)","(162.39475132699792, 640.6116555148969)","(931.7503080691745, 189.4112536068825)"
3078.0,"(980.1299324558727, 625.9106770039202)","(162.37777757036292, 640.6085972373224)","(931.9851587814502, 189.49695741627042)"
3079.0,"(979.8816908100716, 625.9402757418997)","(162.3608886825111, 640.6055542511358)","(932.2200094937259, 189.58266122565834)"
3080.0,"(979.6334491642706, 625.9698744798791)","(162.34408423909855, 640.6025264798801)","(932.4548602060016, 189.66836503504626)"
3081.0,"(979.3852075184695, 625.9994732178585)","(162.32736381790306, 640.5995138474807)","(932.6897109182773, 189.7540688444342)"
3082.0,"(979.1369658726685, 626.0290719558379)","(162.31072699881355, 640.5965162782433)","(932.9245616305531, 189.8397726538221)"
3083.0,"(978.8887242268675, 626.0586706938174)","(162.29417336381948, 640.5935336968521)","(933.1594123428288, 189.92547646321003)"
3084.0,"(978.6404825810664, 626.0882694317968)","(162.27770249700038, 640.5905660283678)","(933.3942630551045, 190.01118027259795)"
3085.0,"(978.3922409352654, 626.1178681697762)","(162.26131398451537, 640.587613198226)","(933.6291137673802, 190.09688408198588)"
3086.0,"(978.1439992894643, 626.1474669077556)","(162.2450074145928, 640.5846751322349)","(933.8639644796559, 190.1825878913738)"
3087.0,"(977.8957576436633, 626.1770656457351)","(162.22878237751985, 640.5817517565737)","(934.0988151919316, 190.26829170076172)"
3088.0,"(977.6475159978622, 626.2066643837145)","(162.21263846563224, 640.5788429977908)","(934.3336659042074, 190.35399551014964)"
3089.0,"(977.3992743520612, 626.2362631216939)","(162.1965752733041, 640.5759487828019)","(934.5685166164831, 190.43969931953757)"
3090.0,"(977.1510327062601, 626.2658618596734)","(162.18059239693758, 640.5730690388879)","(934.8033673287588, 190.5254031289255)"
3091.0,"(976.9027910604591, 626.2954605976528)","(162.1646894349529, 640.5702036936934)","(935.0382180410345, 190.6111069383134)"
3092.0,"(976.654549414658, 626.3250593356322)","(162.14886598777812, 640.5673526752249)","(935.2730687533102, 190.69681074770133)"
3093.0,"(976.406307768857, 626.3546580736116)","(162.13312165783924, 640.5645159118488)","(935.5079194655859, 190.78251455708926)"
3094.0,"(976.158066123056, 626.3842568115911)","(162.11745604955004, 640.5616933322896)","(935.7427701778616, 190.86821836647718)"
3095.0,"(975.9098244772549, 626.4138555495705)","(162.10186876930229, 640.5588848656281)","(935.9776208901374, 190.9539221758651)"
3096.0,"(975.6615828314539, 626.4434542875499)","(162.08635942545578, 640.5560904413)","(936.2124716024131, 191.03962598525302)"
3097.0,"(975.4133411856528, 626.4730530255293)","(162.0709276283285, 640.5533099890935)","(936.4473223146888, 191.12532979464095)"
3098.0,"(975.1650995398518, 626.5026517635088)","(162.05557299018685, 640.550543439148)","(936.6821730269645, 191.21103360402887)"
3099.0,"(974.9168578940507, 626.5322505014882)","(162.0402951252359, 640.5477907219522)","(936.9170237392402, 191.2967374134168)"
3100.0,"(974.6686162482497, 626.5618492394676)","(162.02509364960972, 640.5450517683424)","(937.1518744515159, 191.38244122280472)"
3101.0,"(974.4203746024486, 626.591447977447)","(162.00996818136167, 640.5423265095008)","(937.3867251637917, 191.46814503219264)"
3102.0,"(974.1721329566476, 626.6210467154265)","(161.99491834045486, 640.5396148769532)","(937.6215758760674, 191.55384884158056)"
3103.0,"(973.9238913108466, 626.6506454534059)","(161.9799437487526, 640.5369168025685)","(937.8564265883431, 191.63955265096848)"
3104.0,"(973.6756496650455, 626.6802441913853)","(161.9650440300088, 640.5342322185556)","(938.0912773006188, 191.7252564603564)"
3105.0,"(973.4274080192445, 626.7098429293648)","(161.95021880985877, 640.5315610574629)","(938.3261280128945, 191.81096026974433)"
3106.0,"(973.1791663734434, 626.7394416673442)","(161.93546771580947, 640.5289032521756)","(938.5609787251702, 191.89666407913225)"
3107.0,"(972.9309247276424, 626.7690404053236)","(161.92079037723042, 640.5262587359148)","(938.795829437446, 191.98236788852017)"
3108.0,"(972.6826830818413, 626.798639143303)","(161.90618642534426, 640.5236274422352)","(939.0306801497217, 192.0680716979081)"
3109.0,"(972.4344414360403, 626.8282378812825)","(161.89165549321754, 640.5210093050241)","(939.2655308619974, 192.15377550729602)"
3110.0,"(972.1861997902392, 626.8578366192619)","(161.87719721575147, 640.518404258499)","(939.5003815742731, 192.23947931668394)"
3111.0,"(971.9379581444382, 626.8874353572413)","(161.8628112296727, 640.5158122372065)","(939.7352322865488, 192.32518312607186)"
3112.0,"(971.6897164986372, 626.9170340952207)","(161.84849717352435, 640.5132331760205)","(939.9700829988245, 192.41088693545979)"
3113.0,"(971.4414748528361, 626.9466328332002)","(161.83425468765674, 640.5106670101404)","(940.2049337111002, 192.4965907448477)"
3114.0,"(971.1932332070351, 626.9762315711796)","(161.82008341421846, 640.5081136750897)","(940.439784423376, 192.58229455423563)"
3115.0,"(970.944991561234, 627.005830309159)","(161.80598299714737, 640.5055731067142)","(940.6746351356517, 192.66799836362355)"
3116.0,"(970.696749915433, 627.0354290471385)","(161.79195308216163, 640.5030452411806)","(940.9094858479274, 192.75370217301148)"
