time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
2974.0,"(451.33776346876573, 568.8064124308114)","(991.134512730038, 675.3377091977555)","(781.4099086098192, 562.3665766081309)","(913.3032054254724, 168.60476407272083)","(499.8540277258826, 757.0540259593819)","(1380.8808192205238, 977.2802474654625)","(473.22406411933133, 309.48319331751935)","(556.0862054045549, 599.3799679615876)","(214.74580450470464, 562.8428331928689)","(1382.8003042991547, 828.3773268421604)"
2975.0,"(451.087850229212, 568.7998266358123)","(991.1538401663878, 675.4610206517667)","(781.6200574273405, 562.5019925395954)","(913.0535016727152, 168.59259707395262)","(499.9887750015534, 757.2646041436728)","(1380.9364151244213, 977.2888462281352)","(473.0513591166355, 309.66395001046277)","(556.1291803644383, 599.6262465697188)","(214.8270754821811, 562.8436190269045)","(1382.8155453376887, 828.6268618311788)"
2976.0,"(450.83793698965826, 568.7932408408133)","(991.1730709655559, 675.5837155485079)","(781.8302062448618, 562.63740847106)","(912.8037979199581, 168.5804300751844)","(500.1235222772242, 757.4751823279638)","(1380.9917330487992, 977.2974019969945)","(472.8786541139397, 309.8447067034062)","(556.1721553243217, 599.87252517785)","(214.9079401047702, 562.84440093177)","(1382.8307863762227, 828.8763968201971)"
2977.0,"(450.5880237501045, 568.7866550458142)","(991.1922056107281, 675.7057969707654)","(782.040355062383, 562.7728244025245)","(912.554094167201, 168.5682630764162)","(500.258269552895, 757.6857605122548)","(1381.0467743835552, 977.3059149870095)","(472.7059491112439, 310.0254633963496)","(556.2151302842051, 600.1188037859812)","(214.98840040424636, 562.8451789271112)","(1382.8460274147567, 829.1259318092154)"
2978.0,"(450.3381105105508, 568.7800692508151)","(991.2112445826745, 675.8272679859116)","(782.2505038799043, 562.908240333989)","(912.3043904144439, 168.556096077648)","(500.3930168285658, 757.8963386965457)","(1381.1015405116375, 977.3143854120744)","(472.5332441085481, 310.206220089293)","(556.2581052440885, 600.3650823941124)","(215.06845840222513, 562.8459530324757)","(1382.8612684532907, 829.3754667982338)"
2979.0,"(450.08819727099706, 568.7734834558161)","(991.2301883597611, 675.948131645982)","(782.4606526974255, 563.0436562654536)","(912.0546866616868, 168.54392907887978)","(500.5277641042366, 758.1069168808367)","(1381.1560328090793, 977.3228134850141)","(472.3605391058523, 310.38697678223645)","(556.3010802039719, 600.6113610022436)","(215.148116110214, 562.8467232673133)","(1382.8765094918247, 829.6250017872521)"
2980.0,"(449.8382840314433, 568.766897660817)","(991.2490374179623, 676.0683909877521)","(782.6708015149468, 563.1790721969181)","(911.8049829089297, 168.53176208011158)","(500.6625113799074, 758.3174950651277)","(1381.210252645034, 977.331199417589)","(472.1878341031565, 310.56773347517986)","(556.3440551638553, 600.8576396103748)","(215.22737552966294, 562.8474896509767)","(1382.8917505303586, 829.8745367762705)"
2981.0,"(449.5883707918896, 568.7603118658179)","(991.2677922308725, 676.1880490328133)","(782.880950332468, 563.3144881283827)","(911.5552791561726, 168.51959508134337)","(500.7972586555782, 758.5280732494186)","(1381.2642013818088, 977.3395434205011)","(472.0151291004607, 310.7484901681233)","(556.3870301237387, 601.103918218506)","(215.30623865201463, 562.8482522027218)","(1382.9069915688926, 830.1240717652888)"
2982.0,"(449.33845755233585, 568.7537260708189)","(991.2864532697181, 676.3071087876492)","(783.0910991499893, 563.4499040598472)","(911.3055754034154, 168.50742808257516)","(500.932005931249, 758.7386514337096)","(1381.3178803748997, 977.3478457033985)","(471.8424240977649, 310.9292468610667)","(556.4300050836221, 601.3501968266372)","(215.38470745875455, 562.8490109417082)","(1382.9222326074266, 830.3736067543072)"
2983.0,"(449.0885443127821, 568.7471402758198)","(991.3050210033695, 676.4255732437109)","(783.3012479675106, 563.5853199913117)","(911.0558716506583, 168.49526108380695)","(501.0667532069198, 758.9492296180006)","(1381.3712909730252, 977.3561064748816)","(471.66971909506907, 311.1100035540101)","(556.4729800435055, 601.5964754347684)","(215.46278392146078, 562.8497658869996)","(1382.9374736459606, 830.6231417433255)"
2984.0,"(448.8386310732284, 568.7405544808207)","(991.3234958983526, 676.5434453774924)","(783.5113967850318, 563.7207359227763)","(910.8061678979012, 168.48309408503874)","(501.20150048259063, 759.1598078022915)","(1381.42443451816, 977.3643259425072)","(471.49701409237326, 311.29076024695354)","(556.5159550033889, 601.8427540428996)","(215.5404700018535, 562.8505170575646)","(1382.9527146844946, 830.8726767323438)"
2985.0,"(448.58871783367465, 568.7339686858217)","(991.3418784188608, 676.6607281506049)","(783.7215456025531, 563.8561518542408)","(910.5564641451441, 168.47092708627054)","(501.33624775826144, 759.3703859865825)","(1381.4773123455693, 977.3725043127947)","(471.32430908967746, 311.47151693989696)","(556.5589299632722, 602.0890326510308)","(215.61776765184422, 562.8512644722767)","(1382.9679557230286, 831.1222117213622)"
2986.0,"(448.3388045941209, 568.7273828908226)","(991.3601690267665, 676.7774245098518)","(783.9316944200743, 563.9915677857053)","(910.306760392387, 168.45876008750233)","(501.47099503393224, 759.5809641708735)","(1381.5299257838415, 977.3806417912308)","(471.15160408698165, 311.6522736328404)","(556.6019049231556, 602.335311259162)","(215.694678813585, 562.8520081499154)","(1382.9831967615626, 831.3717467103805)"
2987.0,"(448.0888913545672, 568.7207970958235)","(991.3783681816326, 676.8935373873026)","(784.1418432375956, 564.1269837171699)","(910.0570566396299, 168.44659308873412)","(501.60574230960304, 759.7915423551644)","(1381.5822761549223, 977.3887385822746)","(470.97889908428584, 311.8330303257838)","(556.644879883039, 602.5815898672932)","(215.7712054195171, 562.8527481091658)","(1382.9984378000966, 831.6212816993989)"
2988.0,"(447.83897811501345, 568.7142113008244)","(991.3964763407245, 677.009069700366)","(784.3519920551169, 564.2623996486344)","(909.8073528868728, 168.4344260899659)","(501.74048958527385, 760.0021205394554)","(1381.6343647741476, 977.3967948893633)","(470.80619408159004, 312.0137870187272)","(556.6878548429224, 602.8278684754245)","(215.8473493924195, 562.8534843686199)","(1383.0136788386305, 831.8708166884172)"
2989.0,"(447.5890648754597, 568.7076255058254)","(991.4144939590209, 677.1240243518641)","(784.5621408726381, 564.397815580099)","(909.5576491341156, 168.4222590911977)","(501.87523686094465, 760.2126987237464)","(1381.6861929502768, 977.4048109149164)","(470.63348907889423, 312.19454371167063)","(556.7308298028058, 603.0741470835557)","(215.9231126454574, 562.8542169467768)","(1383.0289198771645, 832.1203516774356)"
2990.0,"(447.339151635906, 568.7010397108263)","(991.4324214892258, 677.2384042301048)","(784.7722896901594, 564.5332315115635)","(909.3079453813585, 168.4100920924295)","(502.00998413661546, 760.4232769080373)","(1381.7377619855254, 977.4127868603418)","(470.4607840761984, 312.37530040461405)","(556.7738047626892, 603.3204256916869)","(215.9984970822301, 562.8549458620429)","(1383.0441609156985, 832.3698866664539)"
2991.0,"(447.08923839635224, 568.6944539158272)","(991.4502593817797, 677.3522122089543)","(784.9824385076806, 564.668647443028)","(909.0582416286014, 168.39792509366129)","(502.14473141228626, 760.6338550923283)","(1381.7890731755977, 977.4207229260402)","(470.2880790735026, 312.55605709755747)","(556.8167797225726, 603.5667042998181)","(216.07350459681896, 562.8556711327327)","(1383.0594019542325, 832.6194216554723)"
2992.0,"(446.8393251567985, 568.6878681208282)","(991.4680080848708, 677.4654511479094)","(785.1925873252019, 564.8040633744926)","(908.8085378758443, 168.38575809489308)","(502.27947868795707, 760.8444332766193)","(1381.8401278097197, 977.42861931141)","(470.1153740708068, 312.7368137905009)","(556.859754682456, 603.8129829079493)","(216.14813707383487, 562.856392777069)","(1383.0746429927665, 832.8689566444906)"
2993.0,"(446.5894119172448, 568.6812823258291)","(991.4856680444465, 677.5781238921699)","(785.4027361427231, 564.9394793059571)","(908.5588341230872, 168.37359109612487)","(502.41422596362787, 761.0550114609102)","(1381.8909271706711, 977.436476214853)","(469.942669068111, 312.9175704834443)","(556.9027296423394, 604.0592615160805)","(216.2223963884657, 562.8571108131837)","(1383.0898840313005, 833.1184916335089)"
2994.0,"(446.33949867769104, 568.67469653083)","(991.5032397042243, 677.690233272709)","(785.6128849602444, 565.0748952374216)","(908.3091303703301, 168.36142409735666)","(502.5489732392987, 761.2655896452012)","(1381.9414725348179, 977.4442938337787)","(469.7699640654152, 313.0983271763877)","(556.9457046022228, 604.3055401242117)","(216.29628440652337, 562.8578252591178)","(1383.1051250698345, 833.3680266225273)"
2995.0,"(446.0895854381373, 568.668110735831)","(991.5207235057031, 677.8017821063454)","(785.8230337777657, 565.2103111688862)","(908.059426617573, 168.34925709858845)","(502.6837205149695, 761.4761678294922)","(1381.9917651721437, 977.4520723646099)","(469.5972590627194, 313.27908386933115)","(556.9886795621062, 604.5518187323429)","(216.36980298449075, 562.8585361328222)","(1383.1203661083684, 833.6175616115456)"
2996.0,"(445.83967219858357, 568.6615249408319)","(991.5381198881746, 677.9127731958137)","(786.0331825952869, 565.3457271003507)","(907.8097228648159, 168.33709009982024)","(502.8184677906403, 761.6867460137831)","(1382.041806346283, 977.4598120027869)","(469.4245540600236, 313.45984056227456)","(557.0316545219896, 604.7980973404741)","(216.4429539695683, 562.8592434521581)","(1383.1356071469024, 833.867096600564)"
2997.0,"(445.58975895902984, 568.6549391458328)","(991.5554292887338, 678.0232093298346)","(786.2433314128082, 565.4811430318152)","(907.5600191120587, 168.32492310105204)","(502.9532150663111, 761.8973241980741)","(1382.0915973145516, 977.4675129427729)","(469.2518490573278, 313.640597255218)","(557.074629481873, 605.0443759486053)","(216.51573919972046, 562.8599472348974)","(1383.1187437553274, 834.0783000677318)"
2998.0,"(445.3398457194761, 568.6483533508338)","(991.57265214229, 678.1330932831854)","(786.4534802303294, 565.6165589632798)","(907.3103153593016, 168.31275610228383)","(503.0879623419819, 762.1079023823651)","(1382.1210181916556, 977.4295514322558)","(469.07914405463197, 313.8213539481614)","(557.1176044417564, 605.2906545567365)","(216.58816050372187, 562.8606474987229)","(1383.0718971158083, 834.249490976337)"
2999.0,"(445.08993247992237, 568.6417675558347)","(991.5897888815786, 678.2424278167695)","(786.6636290478507, 565.7519748947443)","(907.0606116065445, 168.30058910351562)","(503.2227096176527, 762.318480566656)","(1382.1050633496948, 977.3705888713043)","(468.90643905193616, 314.0021106411048)","(557.1605794016398, 605.5369331648677)","(216.66021970120326, 562.8613442612293)","(1382.9950785374242, 834.3806608544623)"
3000.0,"(444.84001924036863, 568.6351817608356)","(991.6068399371707, 678.3512156776857)","(786.873777865372, 565.8873908262088)","(906.8109078537874, 168.2884221047474)","(503.3574568933235, 762.529058750947)","(1382.043730761195, 977.2906296411161)","(468.73373404924035, 314.18286733404824)","(557.2035543615232, 605.7832117729989)","(216.73191860269725, 562.8620375399231)","(1382.8882993308584, 834.4718012339778)"
3001.0,"(444.5901060008149, 568.6285959658366)","(991.6238057374848, 678.4594595992972)","(787.0839266828932, 566.0228067576734)","(906.5612041010303, 168.2762551059792)","(503.4922041689943, 762.739636935238)","(1381.9370183985402, 977.1896781243055)","(468.56102904654455, 314.36362402699166)","(557.2465293214066, 606.0294903811301)","(216.80325900968376, 562.8627273522235)","(1382.7515708101544, 834.5229036492262)"
3002.0,"(444.34019276126116, 568.6220101708375)","(991.6406867087974, 678.5671623013008)","(787.2940755004145, 566.1582226891379)","(906.3115003482732, 168.264088107211)","(503.6269514446651, 762.9502151195289)","(1381.784924233562, 977.0677387057925)","(468.38832404384874, 314.5443807199351)","(557.28950428129, 606.2757689892613)","(216.87424271463533, 562.8634137154623)","(1382.5849042944747, 834.5339596357096)"
3003.0,"(444.09027952170743, 568.6154243758384)","(991.6574832752534, 678.6743264897942)","(787.5042243179357, 566.2936386206025)","(906.0617965955161, 168.2519211084428)","(503.7616987203359, 763.1607933038199)","(1381.587446237128, 976.9248157736937)","(468.21561904115293, 314.7251374128785)","(557.3324792411734, 606.5220475973925)","(216.94487150106215, 562.8640966468851)","(1382.388311109865, 834.5049607287744)"
3004.0,"(443.8403662821537, 568.6088385808393)","(991.6741958588772, 678.7809548573453)","(787.714373135457, 566.429054552067)","(905.812092842759, 168.23975410967458)","(503.8964459960067, 763.3713714881109)","(1381.3842097201375, 976.7792310280588)","(468.0429140384571, 314.9058941058219)","(557.3754542010568, 606.7683262055237)","(217.01514714355685, 562.8647761636506)","(1382.1618025910225, 834.4358984622982)"
3005.0,"(443.59045304259996, 568.6022527858403)","(991.6908248795828, 678.8870500830585)","(787.9245219529782, 566.5644704835315)","(905.5623890900018, 168.22758711090637)","(504.0311932716775, 763.5819496724018)","(1381.180973203147, 976.6336462824239)","(467.8702090357613, 315.08665079876533)","(557.4184291609401, 607.014604813655)","(217.08507140783905, 562.8654522828324)","(1381.925635066568, 834.3538929722804)"
3006.0,"(443.3405398030462, 568.5956669908412)","(991.7073707551849, 678.9926148326432)","(788.1346707704995, 566.6998864149961)","(905.3126853372447, 168.21542011213816)","(504.1659405473483, 763.7925278566928)","(1380.9777366861565, 976.488061536789)","(467.6975040330655, 315.26740749170875)","(557.4614041208235, 607.2608834217862)","(217.15464605079987, 562.8661250214183)","(1381.6894675421136, 834.2718874822626)"
3007.0,"(443.0906265634925, 568.5890811958421)","(991.723833901409, 679.09765175848)","(788.3448195880208, 566.8353023464606)","(905.0629815844876, 168.20325311336995)","(504.30068782301913, 764.0031060409838)","(1380.774500169166, 976.3424767911541)","(467.5247990303697, 315.44816418465217)","(557.5043790807069, 607.5071620299174)","(217.22387282054586, 562.8667943963112)","(1381.453300017659, 834.1898819922449)"
3008.0,"(442.84071332393876, 568.5824954008431)","(991.7402147319019, 679.2021634996876)","(788.554968405542, 566.9707182779251)","(904.8132778317305, 168.19108611460175)","(504.43543509868994, 764.2136842252747)","(1380.5712636521755, 976.1968920455192)","(467.3520940276739, 315.6289208775956)","(557.5473540405903, 607.7534406380486)","(217.29275345644314, 562.8674604243297)","(1381.2171324932046, 834.1078765022271)"
3009.0,"(442.590800084385, 568.575909605844)","(991.7565136582424, 679.3061526821891)","(788.7651172230633, 567.1061342093897)","(904.5635740789734, 168.17891911583354)","(504.57018237436074, 764.4242624095657)","(1380.368027135185, 976.0513072998843)","(467.1793890249781, 315.809677570539)","(557.5903290004737, 607.9997192461798)","(217.3612896891609, 562.8681231222081)","(1380.9809649687502, 834.0258710122093)"
3010.0,"(442.3408868448313, 568.5693238108449)","(991.7727310899512, 679.4096219187782)","(788.9752660405845, 567.2415501408542)","(904.3138703262163, 168.16675211706533)","(504.70492965003154, 764.6348405938567)","(1380.1647906181945, 975.9057225542495)","(467.0066840222823, 315.9904342634824)","(557.6333039603571, 608.245997854311)","(217.42948324071511, 562.8687825065971)","(1380.7447974442957, 833.9438655221916)"
3011.0,"(442.09097360527755, 568.5627380158459)","(991.7888674345014, 679.5125738091842)","(789.1854148581058, 567.3769660723187)","(904.0641665734591, 168.15458511829712)","(504.83967692570235, 764.8454187781476)","(1379.961554101204, 975.7601378086146)","(466.8339790195865, 316.17119095642585)","(557.6762789202405, 608.4922764624422)","(217.49733582451154, 562.8694385940641)","(1380.5086299198413, 833.8618600321738)"
3012.0,"(441.8410603657238, 568.5561522208468)","(991.8049230973289, 679.6150109401383)","(789.395563675627, 567.5123820037833)","(903.814462820702, 168.1424181195289)","(504.97442420137315, 765.0559969624386)","(1379.7583175842135, 975.6145530629797)","(466.6612740168907, 316.35194764936927)","(557.7192538801239, 608.7385550705734)","(217.564849145389, 562.8700914010939)","(1380.2724623953868, 833.779854542156)"
3013.0,"(441.5911471261701, 568.5495664258477)","(991.8208984818423, 679.7169358854376)","(789.6057124931483, 567.6477979352478)","(903.5647590679449, 168.1302511207607)","(505.10917147704396, 765.2665751467296)","(1379.555081067223, 975.4689683173448)","(466.48856901419487, 316.5327043423127)","(557.7622288400073, 608.9848336787046)","(217.63202489966204, 562.8707409440884)","(1380.0362948709324, 833.6978490521383)"
3014.0,"(441.34123388661635, 568.5429806308487)","(991.8367939894331, 679.8183512060104)","(789.8158613106696, 567.7832138667123)","(903.3150553151878, 168.1180841219925)","(505.24391875271476, 765.4771533310205)","(1379.3518445502325, 975.3233835717099)","(466.31586401149906, 316.7134610352561)","(557.8052037998907, 609.2311122868358)","(217.69886477516374, 562.871387239368)","(1379.800127346478, 833.6158435621205)"
3015.0,"(441.0913206470626, 568.5363948358496)","(991.852610019486, 679.9192594499804)","(790.0260101281908, 567.9186297981769)","(903.0653515624307, 168.1059171232243)","(505.37866602838557, 765.6877315153115)","(1379.148608033242, 975.177798826075)","(466.14315900880325, 316.8942177281995)","(557.8481787597741, 609.477390894967)","(217.76537045128794, 562.8720303031712)","(1379.5639598220234, 833.5338380721028)"
3016.0,"(440.8414074075089, 568.5298090408505)","(991.8683469693885, 680.0196631527305)","(790.2361589457121, 568.0540457296414)","(902.8156478096736, 168.09375012445608)","(505.51341330405637, 765.8983096996025)","(1378.9453715162515, 975.0322140804401)","(465.97045400610745, 317.07497442114294)","(557.8911537196575, 609.7236695030982)","(217.8315435990315, 562.8726701516554)","(1379.327792297569, 833.451832582085)"
3017.0,"(440.59149416795515, 568.5232232458515)","(991.8840052345416, 680.1195648369668)","(790.4463077632333, 568.189461661106)","(902.5659440569165, 168.08158312568787)","(505.6481605797272, 766.1088878838934)","(1378.742134999261, 974.8866293348052)","(465.79774900341164, 317.25573111408636)","(557.9341286795409, 609.9699481112294)","(217.89738588103634, 562.8733068008971)","(1379.0916247731145, 833.3698270920672)"
3018.0,"(440.3415809284014, 568.5166374508524)","(991.8995852083689, 680.218967012782)","(790.6564565807546, 568.3248775925705)","(902.3162403041594, 168.06941612691966)","(505.782907855398, 766.3194660681844)","(1378.5388984822705, 974.7410445891703)","(465.62504400071583, 317.4364878070298)","(557.9771036394243, 610.2162267193606)","(217.96289895163116, 562.8739402668926)","(1378.85545724866, 833.2878216020495)"
3019.0,"(440.0916676888477, 568.5100516558533)","(991.915087282327, 680.3178721777181)","(790.8666053982759, 568.460293524035)","(902.0665365514022, 168.05724912815145)","(505.9176551310688, 766.5300442524754)","(1378.33566196528, 974.5954598435354)","(465.45233899802, 317.6172444999732)","(558.0200785993077, 610.4625053274918)","(218.02808445687302, 562.8745705655582)","(1378.6192897242056, 833.2058161120317)"
3020.0,"(439.84175444929394, 568.5034658608542)","(991.9305118459154, 680.4162828168295)","(791.0767542157971, 568.5957094554996)","(901.8168327986451, 168.04508212938325)","(506.0524024067396, 766.7406224367663)","(1378.1324254482895, 974.4498750979005)","(465.2796339953242, 317.7980011929166)","(558.0630535591911, 610.708783935623)","(218.09294403458864, 562.8751977127304)","(1378.3831221997511, 833.1238106220139)"
3021.0,"(439.5918412097402, 568.4968800658552)","(991.9458592866857, 680.5142014027454)","(791.2869030333184, 568.7311253869641)","(901.567129045888, 168.03291513061504)","(506.1871496824104, 766.9512006210573)","(1377.929188931299, 974.3042903522656)","(465.1069289926284, 317.97875788586003)","(558.1060285190745, 610.9550625437543)","(218.1574793144157, 562.8758217241667)","(1378.1469546752967, 833.0418051319962)"
3022.0,"(439.3419279701865, 568.4902942708561)","(991.9611299902523, 680.6116303957316)","(791.4970518508396, 568.8665413184286)","(901.3174252931309, 168.02074813184683)","(506.3218969580812, 767.1617788053483)","(1377.7259524143085, 974.1587056066307)","(464.9342239899326, 318.15951457880345)","(558.1490034789579, 611.2013411518855)","(218.22169191784363, 562.8764426155459)","(1377.9107871508422, 832.9597996419784)"
3023.0,"(439.09201473063274, 568.483708475857)","(991.9763243403011, 680.7085722437529)","(791.7072006683609, 569.0019572498932)","(901.0677215403738, 168.00858113307862)","(506.456644233752, 767.3723569896392)","(1377.522715897318, 974.0131208609959)","(464.7615189872368, 318.3402712717469)","(558.1919784388413, 611.4476197600167)","(218.28558345825442, 562.8770604024681)","(1377.6746196263878, 832.8777941519606)"
3024.0,"(438.842101491079, 568.477122680858)","(991.9914427185995, 680.8050293825341)","(791.9173494858821, 569.1373731813577)","(900.8180177876167, 167.9964141343104)","(506.5913915094228, 767.5829351739302)","(1377.3194793803275, 973.867536115361)","(464.588813984541, 318.5210279646903)","(558.2349533987247, 611.6938983681479)","(218.34915554096315, 562.8776751004558)","(1377.4384521019333, 832.7957886619429)"
3025.0,"(438.5921882515253, 568.4705368858589)","(992.0064855050065, 680.9010042356215)","(792.1274983034034, 569.2727891128222)","(900.5683140348596, 167.9842471355422)","(506.7261387850936, 767.7935133582212)","(1377.116242863337, 973.7219513697261)","(464.4161089818452, 318.7017846576337)","(558.277928358608, 611.9401769762791)","(218.41240976325832, 562.8782867249536)","(1377.2022845774788, 832.7137831719251)"
3026.0,"(438.34227501197154, 568.4639510908598)","(992.0214530774814, 680.9964992144434)","(792.3376471209247, 569.4082050442868)","(900.3186102821024, 167.972080136774)","(506.8608860607644, 768.0040915425121)","(1376.9130063463465, 973.5763666240912)","(464.2434039791494, 318.8825413505771)","(558.3209033184914, 612.1864555844103)","(218.47534771444202, 562.8788952913288)","(1376.9661170530244, 832.6317776819074)"
3027.0,"(438.0923617724178, 568.4573652958608)","(992.0363458120939, 681.0915167183712)","(792.5477959384459, 569.5436209757513)","(900.0689065293453, 167.9599131380058)","(506.9956333364352, 768.2146697268031)","(1376.709769829356, 973.4307818784563)","(464.07069897645357, 319.06329804352055)","(558.3638782783748, 612.4327341925415)","(218.53797097586983, 562.8795008148721)","(1376.72994952857, 832.5497721918896)"
3028.0,"(437.84244853286407, 568.4507795008617)","(992.0511640830334, 681.1860591347793)","(792.7579447559672, 569.6790369072158)","(899.8192027765882, 167.94774613923758)","(507.130380612106, 768.4252479110941)","(1376.5065333123655, 973.2851971328214)","(463.89799397375776, 319.24405473646397)","(558.4068532382582, 612.6790128006727)","(218.60028112099047, 562.8801033107977)","(1376.4937820041155, 832.4677667018718)"
3029.0,"(437.59253529331033, 568.4441937058626)","(992.0659082626182, 681.2801288391054)","(792.9680935734884, 569.8144528386804)","(899.5694990238311, 167.93557914046937)","(507.2651278877768, 768.635826095385)","(1376.303296795375, 973.1396123871865)","(463.72528897106196, 319.4248114294074)","(558.4498281981416, 612.9252914088039)","(218.66227971538552, 562.8807027942437)","(1376.257614479661, 832.3857612118541)"
3030.0,"(437.3426220537566, 568.4376079108636)","(992.0805787213052, 681.3737281949099)","(793.1782423910097, 569.9498687701449)","(899.319795271074, 167.92341214170116)","(507.39987516344763, 768.846404279676)","(1376.1000602783845, 972.9940276415516)","(463.55258396836615, 319.6055681223508)","(558.492803158025, 613.1715700169351)","(218.7239683168086, 562.8812992802725)","(1376.0214469552066, 832.3037557218363)"
3031.0,"(437.09270881420287, 568.4310221158645)","(992.0951758276987, 681.4668595539354)","(793.388391208531, 570.0852847016095)","(899.0700915183169, 167.91124514293296)","(507.53462243911844, 769.056982463967)","(1375.896823761394, 972.8484428959167)","(463.37987896567034, 319.7863248152942)","(558.5357781179084, 613.4178486250663)","(218.78534847522454, 562.8818927838712)","(1375.785279430752, 832.2217502318185)"
3032.0,"(436.84279557464913, 568.4244363208654)","(992.1096999485602, 681.5595252561657)","(793.5985400260522, 570.220700633074)","(898.8203877655598, 167.89907814416475)","(507.66936971478924, 769.2675606482579)","(1375.6935872444035, 972.7028581502818)","(463.20717396297454, 319.96708150823764)","(558.5787530777918, 613.6641272331975)","(218.84642173284843, 562.8824833199518)","(1375.5491119062976, 832.1397447418008)"
3033.0,"(436.5928823350954, 568.4178505258664)","(992.1241514488174, 681.6517276298848)","(793.8086888435735, 570.3561165645385)","(898.5706840128026, 167.88691114539654)","(507.80411699046005, 769.4781388325489)","(1375.490350727413, 972.5572734046469)","(463.03446896027873, 320.14783820118106)","(558.6217280376752, 613.9104058413287)","(218.90718962418418, 562.8830709033521)","(1375.3129443818432, 832.057739251783)"
3034.0,"(436.34296909554166, 568.4112647308673)","(992.1385306915734, 681.7434689917354)","(794.0188376610947, 570.4915324960031)","(898.3209802600455, 167.87474414662833)","(507.93886426613085, 769.6887170168399)","(1375.2871142104225, 972.411688659012)","(462.8617639575829, 320.3285948941245)","(558.6647029975586, 614.1566844494599)","(218.96765367606326, 562.8836555488353)","(1375.0767768573887, 831.9757337617652)"
3035.0,"(436.0930558559879, 568.4046789358682)","(992.1528380381155, 681.8347516467768)","(794.228986478616, 570.6269484274676)","(898.0712765072884, 167.86257714786012)","(508.07361154180165, 769.8992952011308)","(1375.083877693432, 972.2661039133772)","(462.6890589548871, 320.5093515870679)","(558.707677957442, 614.4029630575911)","(219.02781540768294, 562.8842372710911)","(1374.8406093329343, 831.8937282717475)"
3036.0,"(435.8431426164342, 568.3980931408692)","(992.1670738479249, 681.9255778885429)","(794.4391352961372, 570.7623643589321)","(897.8215727545313, 167.8504101490919)","(508.20835881747246, 770.1098733854218)","(1374.8806411764415, 972.1205191677423)","(462.5163539521913, 320.6901082800113)","(558.7506529173254, 614.6492416657223)","(219.0876763306445, 562.8848160847357)","(1374.6044418084798, 831.8117227817297)"
3037.0,"(435.59322937688046, 568.3915073458701)","(992.1812384786853, 682.0159499991001)","(794.6492841136585, 570.8977802903967)","(897.5718690017742, 167.8382431503237)","(508.34310609314326, 770.3204515697128)","(1374.677404659451, 971.9749344221074)","(462.3436489494955, 320.87086497295473)","(558.7936278772088, 614.8955202738535)","(219.1472379489913, 562.885392004312)","(1374.3682742840253, 831.729717291712)"
3038.0,"(435.3433161373267, 568.384921550871)","(992.1953322862919, 682.1058702491047)","(794.8594329311798, 571.0331962218612)","(897.3221652490171, 167.8260761515555)","(508.47785336881407, 770.5310297540037)","(1374.4741681424605, 971.8293496764725)","(462.1709439467997, 321.05162166589815)","(558.8366028370922, 615.1417988819848)","(219.20650175924632, 562.8859650442905)","(1374.132106759571, 831.6477118016942)"
3039.0,"(435.093402897773, 568.378335755872)","(992.2093556248605, 682.1953408978592)","(795.069581748701, 571.1686121533257)","(897.07246149626, 167.8139091527873)","(508.61260064448487, 770.7416079382947)","(1374.27093162547, 971.6837649308376)","(461.9982389441039, 321.2323783588416)","(558.8795777969756, 615.388077490116)","(219.26546925045008, 562.8865352190691)","(1373.8959392351164, 831.5657063116764)"
3040.0,"(434.84348965821926, 568.3717499608729)","(992.2233088467361, 682.2843641933699)","(795.2797305662223, 571.3040280847903)","(896.8227577435028, 167.80174215401908)","(508.7473479201557, 770.9521861225857)","(1374.0676951084795, 971.5381801852027)","(461.8255339414081, 321.413135051785)","(558.922552756859, 615.6343560982472)","(219.32414190419783, 562.8871025429737)","(1373.659771710662, 831.4837008216587)"
3041.0,"(434.5935764186655, 568.3651641658738)","(992.2371923025024, 682.372942372403)","(795.4898793837435, 571.4394440162548)","(896.5730539907457, 167.78957515525087)","(508.8820951958265, 771.1627643068766)","(1373.864458591489, 971.3925954395678)","(461.6528289387123, 321.5938917447284)","(558.9655277167424, 615.8806347063784)","(219.38252119467685, 562.8876670302589)","(1373.4236041862075, 831.4016953316409)"
3042.0,"(434.3436631791118, 568.3585783708747)","(992.2510063409899, 682.461077660541)","(795.7000282012648, 571.5748599477193)","(896.3233502379886, 167.77740815648266)","(509.0168424714973, 771.3733424911676)","(1373.6612220744985, 971.2470106939329)","(461.48012393601647, 321.77464843767183)","(559.0085026766258, 616.1269133145096)","(219.44060858870347, 562.8882286951076)","(1373.187436661753, 831.3196898416231)"
3043.0,"(434.09374993955805, 568.3519925758757)","(992.264751309285, 682.5487722722384)","(795.910177018786, 571.7102758791839)","(896.0736464852315, 167.76524115771446)","(509.1515897471681, 771.5839206754586)","(1373.457985557508, 971.101425948298)","(461.30741893332066, 321.95540513061525)","(559.0514776365092, 616.3731919226408)","(219.49840554575997, 562.888787551632)","(1372.9512691372986, 831.2376843516054)"
