time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
1008.0,"(226.7402875709341, 208.12075249092925)","(1225.0318196075918, 349.16487052152655)","(1135.5368272087444, 464.355503489369)","(1122.001386570817, 125.9030680764908)","(228.47943250765314, 759.9461946197938)","(986.7604612533498, 894.8331087886394)","(258.1693888960732, 274.94014527028236)","(783.0953567524527, 328.0449129166378)","(41.18729378522181, 175.54165754362896)","(1244.3391852432796, 418.93973408564364)"
1009.0,"(226.96109253187066, 208.2379922846249)","(1224.8138264093036, 349.2872591055531)","(1135.2979875941057, 464.4293657833984)","(1121.8361378788231, 125.71547044912231)","(228.55703534511488, 759.9114636466949)","(986.821658947083, 894.8639432446962)","(258.4087214944716, 275.0123941965296)","(782.9673261636432, 328.25964104318183)","(41.281764518681626, 175.77312088958155)","(1244.4885325032408, 419.14022198039567)"
1010.0,"(227.18189749280722, 208.35523207832057)","(1224.5958332110154, 349.4096476895797)","(1135.059147979467, 464.50322807742776)","(1121.670889186829, 125.52787282175382)","(228.63425016838931, 759.8769063284614)","(986.8825506523476, 894.8946235284727)","(258.64805409287, 275.08464312277687)","(782.8392955748336, 328.47436916972583)","(41.37623525214144, 176.00458423553414)","(1244.637879763202, 419.3407098751477)"
1011.0,"(227.40270245374379, 208.47247187201623)","(1224.3778400127271, 349.53203627360625)","(1134.8203083648284, 464.57709037145713)","(1121.5056404948352, 125.34027519438533)","(228.71107891754735, 759.842521796819)","(986.9431378990859, 894.9251504108304)","(258.8873866912684, 275.1568920490241)","(782.711264986024, 328.68909729626984)","(41.470705985601256, 176.23604758148673)","(1244.787227023163, 419.5411977698997)"
1012.0,"(227.62350741468035, 208.5897116657119)","(1224.1598468144389, 349.6544248576328)","(1134.5814687501897, 464.6509526654865)","(1121.3403918028412, 125.15267756701684)","(228.78752352295962, 759.8083091878349)","(987.0034222095904, 894.9555246587762)","(259.12671928966677, 275.2291409752714)","(782.5832343972145, 328.90382542281384)","(41.56517671906107, 176.46751092743932)","(1244.9365742831242, 419.74168566465175)"
1013.0,"(227.8443123756169, 208.70695145940755)","(1223.9418536161506, 349.7768134416594)","(1134.342629135551, 464.72481495951587)","(1121.1751431108473, 124.96507993964835)","(228.86358590534482, 759.7742676418957)","(987.0634050985425, 894.9857470354823)","(259.36605188806516, 275.30138990151863)","(782.4552038084049, 329.11855354935784)","(41.659647452520886, 176.6989742733919)","(1245.0859215430853, 419.9421735594038)"
1014.0,"(228.06511733655347, 208.8241912531032)","(1223.7238604178624, 349.89920202568595)","(1134.1037895209124, 464.79867725354524)","(1121.0098944188533, 124.77748231227986)","(228.9392679758181, 759.7403963036862)","(987.1230880730498, 895.0158183003049)","(259.60538448646355, 275.3736388277659)","(782.3271732195954, 329.33328167590184)","(41.7541181859807, 176.9304376193445)","(1245.2352688030464, 420.1426614541558)"
1015.0,"(228.28592229749003, 208.94143104679887)","(1223.5058672195742, 350.0215906097125)","(1133.8649499062738, 464.8725395475746)","(1120.8446457268594, 124.58988468491137)","(229.014571635939, 759.7066943221678)","(987.1824726326845, 895.0457392088034)","(259.84471708486194, 275.44588775401314)","(782.1991426307858, 329.54800980244585)","(41.848588919440516, 177.1619009652971)","(1245.3846160630076, 420.34314934890784)"
1016.0,"(228.5067272584266, 209.05867084049453)","(1223.287874021286, 350.1439791937391)","(1133.626110291635, 464.946401841604)","(1120.6793970348654, 124.40228705754288)","(229.0894987777593, 759.6731608505569)","(987.2415602695211, 895.0755105127594)","(260.08404968326033, 275.5181366802604)","(782.0711120419762, 329.76273792898985)","(41.94305965290033, 177.39336431124968)","(1245.5339633229687, 420.5436372436599)"
1017.0,"(228.72753221936316, 209.1759106341902)","(1223.0698808229977, 350.26636777776565)","(1133.3872706769964, 465.02026413563334)","(1120.5141483428715, 124.21468943017439)","(229.16405128387052, 759.6397950463041)","(987.3003524681735, 895.1051329601955)","(260.3233822816587, 275.59038560650765)","(781.9430814531667, 329.97746605553385)","(42.037530386360146, 177.62482765720227)","(1245.6833105829298, 420.7441251384119)"
1018.0,"(228.94833718029972, 209.29315042788585)","(1222.8518876247094, 350.3887563617922)","(1133.1484310623578, 465.0941264296627)","(1120.3488996508775, 124.0270918028059)","(229.23823102745118, 759.6065960710727)","(987.3588507058327, 895.1346072953945)","(260.5627148800571, 275.6626345327549)","(781.8150508643571, 330.19219418207786)","(42.13200111981996, 177.85629100315487)","(1245.832657842891, 420.94461303316393)"
1019.0,"(229.16914214123628, 209.4103902215815)","(1222.6338944264212, 350.5111449458188)","(1132.909591447719, 465.1679887236921)","(1120.1836509588836, 123.83949417543741)","(229.31203987231393, 759.5735630907172)","(987.4170564523035, 895.1639342589175)","(260.8020474784555, 275.73488345900216)","(781.6870202755475, 330.40692230862186)","(42.226471853279776, 178.08775434910746)","(1245.982005102852, 421.14510092791596)"
1020.0,"(229.38994710217284, 209.52763001527717)","(1222.415901228133, 350.63353352984535)","(1132.6707518330804, 465.24185101772144)","(1120.0184022668896, 123.65189654806892)","(229.38547967295236, 759.5406952752636)","(987.4749711700421, 895.1931145876229)","(261.0413800768539, 275.80713238524936)","(781.558989686738, 330.62165043516586)","(42.32094258673959, 178.31921769506005)","(1246.1313523628132, 421.345588822668)"
1021.0,"(229.6107520631094, 209.64486980897283)","(1222.1979080298447, 350.7559221138719)","(1132.4319122184418, 465.3157133117508)","(1119.8531535748957, 123.46429892070043)","(229.4585522745876, 759.5079917988872)","(987.5325963141919, 895.2221490146848)","(261.2807126752523, 275.8793813114966)","(781.4309590979284, 330.83637856170986)","(42.415413320199406, 178.55068104101264)","(1246.2806996227744, 421.54607671742)"
1022.0,"(229.83155702404596, 209.7621096026685)","(1221.9799148315565, 350.8783106978985)","(1132.193072603803, 465.3895756057802)","(1119.6879048829016, 123.27670129333194)","(229.53125951321465, 759.4754518398928)","(987.589933332621, 895.2510382696113)","(261.5200452736507, 275.9516302377438)","(781.3029285091188, 331.05110668825387)","(42.50988405365922, 178.78214438696523)","(1246.4300468827355, 421.74656461217205)"
1023.0,"(230.05236198498253, 209.87934939636415)","(1221.7619216332682, 351.00069928192505)","(1131.9542329891644, 465.46343789980955)","(1119.5226561909078, 123.08910366596345)","(229.60360321564858, 759.4430745806933)","(987.6469836659578, 895.2797830782632)","(261.7593778720491, 276.02387916399107)","(781.1748979203093, 331.26583481479787)","(42.604354787119036, 179.01360773291782)","(1246.5793941426966, 421.9470525069241)"
1024.0,"(230.2731669459191, 209.9965891900598)","(1221.54392843498, 351.1230878659516)","(1131.7153933745258, 465.5373001938389)","(1119.3574074989137, 122.90150603859496)","(229.67558519957032, 759.4108592077898)","(987.703748747628, 895.3083841628719)","(261.99871047044746, 276.09612809023827)","(781.0468673314997, 331.4805629413419)","(42.69882552057885, 179.2450710788704)","(1246.7287414026578, 422.1475404016761)"
1025.0,"(230.49397190685565, 210.11382898375547)","(1221.3259352366917, 351.2454764499782)","(1131.476553759887, 465.6111624878683)","(1119.19215880692, 122.71390841122647)","(229.74720727357246, 759.3788049117509)","(987.7602300038898, 895.3368422420575)","(262.23804306884585, 276.1683770164855)","(780.9188367426901, 331.6952910678859)","(42.793296254038665, 179.476534424823)","(1246.878088662619, 422.34802829642814)"
1026.0,"(230.7147768677922, 210.23106877745113)","(1221.1079420384035, 351.36786503400475)","(1131.2377141452484, 465.68502478189765)","(1119.026910114926, 122.52631078385798)","(229.8184712372046, 759.3469108871922)","(987.8164288538703, 895.3651580308473)","(262.47737566724425, 276.2406259427327)","(780.7908061538806, 331.9100191944299)","(42.88776698749848, 179.7079977707756)","(1247.02743592258, 422.54851619118017)"
1027.0,"(230.93558182872877, 210.3483085711468)","(1220.8899488401153, 351.4902536180313)","(1130.9988745306098, 465.758887075927)","(1118.861661422932, 122.33871315648949)","(229.88937888101856, 759.3151763327562)","(987.872346709601, 895.3933322406931)","(262.71670826564264, 276.31287486898)","(780.662775565071, 332.1247473209739)","(42.982237720958295, 179.93946111672818)","(1247.1767831825412, 422.7490040859322)"
1028.0,"(231.15638678966533, 210.46554836484245)","(1220.671955641827, 351.6126422020579)","(1130.7600349159711, 465.8327493699564)","(1118.696412730938, 122.151115529121)","(229.95993198661347, 759.2836004510924)","(987.9279849760529, 895.4213655794896)","(262.95604086404103, 276.3851237952272)","(780.5347449762614, 332.3394754475179)","(43.07670845441811, 180.17092446268077)","(1247.3261304425023, 422.94949198068423)"
1029.0,"(231.3771917506019, 210.5827881585381)","(1220.4539624435388, 351.73503078608445)","(1130.5211953013325, 465.90661166398576)","(1118.531164038944, 121.96351790175251)","(230.03013232668042, 759.252182448837)","(987.9833450511727, 895.4492587515922)","(263.1953734624394, 276.4573727214744)","(780.4067143874519, 332.5542035740619)","(43.171179187877925, 180.40238780863336)","(1247.4754777024634, 423.14997987543626)"
1030.0,"(231.59799671153846, 210.70002795223377)","(1220.2359692452505, 351.857419370111)","(1130.2823556866938, 465.9804739580151)","(1118.36591534695, 121.77592027438402)","(230.099981665047, 759.2209215365928)","(988.0384283259168, 895.4770124578342)","(263.4347060608378, 276.5296216477217)","(780.2786837986423, 332.7689317006059)","(43.26564992133774, 180.63385115458595)","(1247.6248249624246, 423.3504677701883)"
1031.0,"(231.81880167247502, 210.81726774592943)","(1220.0179760469623, 351.9798079541376)","(1130.0435160720551, 466.0543362520445)","(1118.2006666549562, 121.58832264701553)","(230.16948175672178, 759.1898169289097)","(988.0932361842872, 895.5046273955451)","(263.6740386592362, 276.6018705739689)","(780.1506532098327, 332.9836598271499)","(43.360120654797555, 180.86531450053855)","(1247.7741722223857, 423.5509556649403)"
1032.0,"(232.03960663341158, 210.9345075396251)","(1219.799982848674, 352.10219653816415)","(1129.8046764574165, 466.12819854607386)","(1118.0354179629621, 121.40072501964704)","(230.23863434793816, 759.1588678442652)","(988.1477700033657, 895.5321042585673)","(263.9133712576346, 276.6741195002161)","(780.0226226210232, 333.1983879536939)","(43.45459138825737, 181.09677784649114)","(1247.9235194823468, 423.75144355969235)"
1033.0,"(232.26041159434814, 211.05174733332075)","(1219.5819896503858, 352.2245851221907)","(1129.5658368427778, 466.20206084010323)","(1117.8701692709683, 121.21312739227855)","(230.30744117619847, 759.1280735050439)","(988.2020311533489, 895.5594437372745)","(264.152703856033, 276.74636842646333)","(779.8945920322136, 333.4131160802379)","(43.549062121717185, 181.32824119244373)","(1248.072866742308, 423.9519314544444)"
1034.0,"(232.4812165552847, 211.1689871270164)","(1219.3639964520976, 352.3469737062173)","(1129.3269972281391, 466.2759231341326)","(1117.7049205789745, 121.02552976491006)","(230.37590397031747, 759.0974331375187)","(988.2560209975821, 895.586646518588)","(264.3920364544314, 276.8186173527106)","(779.766561443404, 333.6278442067819)","(43.643532855177, 181.55970453839632)","(1248.222214002269, 424.1524193491964)"
1035.0,"(232.70202151622127, 211.28622692071207)","(1219.1460032538093, 352.46936229024385)","(1129.0881576135005, 466.34978542816197)","(1117.5396718869804, 120.83793213754157)","(230.4440244504659, 759.066945971831)","(988.3097408925943, 895.6137132859951)","(264.63136905282977, 276.8908662789578)","(779.6385308545945, 333.8425723333259)","(43.738003588636815, 181.7911678843489)","(1248.3715612622302, 424.35290724394844)"
1036.0,"(232.92282647715783, 211.40346671440773)","(1218.928010055521, 352.5917508742704)","(1128.8493179988618, 466.42364772219133)","(1117.3744231949865, 120.65033451017308)","(230.51180432821357, 759.0366112419719)","(988.3631921881313, 895.6406447195651)","(264.87070165122816, 276.96311520520504)","(779.5105002657849, 334.0573004598699)","(43.83247432209663, 182.0226312303015)","(1248.5209085221913, 424.55339513870047)"
1037.0,"(233.1436314380944, 211.5207065081034)","(1218.7100168572329, 352.714139458297)","(1128.6104783842231, 466.4975100162207)","(1117.2091745029925, 120.46273688280459)","(230.57924530657252, 759.006428185762)","(988.4163762271907, 895.6674414959673)","(265.11003424962655, 277.03536413145224)","(779.3824696769753, 334.2720285864139)","(43.926945055556445, 182.2540945762541)","(1248.6702557821525, 424.7538830334525)"
1038.0,"(233.36443639903095, 211.63794630179905)","(1218.4920236589446, 352.83652804232355)","(1128.3716387695845, 466.57137231025007)","(1117.0439258109986, 120.2751392554361)","(230.64634908003964, 758.9763960448332)","(988.4692943460547, 895.6941042884874)","(265.34936684802494, 277.1076130576995)","(779.2544390881658, 334.4867567129579)","(44.02141578901626, 182.48555792220668)","(1248.8196030421136, 424.9543709282045)"
1039.0,"(233.5852413599675, 211.7551860954947)","(1218.2740304606564, 352.9589166263501)","(1128.1327991549458, 466.64523460427944)","(1116.8786771190046, 120.08754162806761)","(230.71311733463943, 758.946514064609)","(988.5219478743244, 895.720633767045)","(265.58869944642333, 277.1798619839467)","(779.1264084993562, 334.7014848395019)","(44.115886522476075, 182.71702126815927)","(1248.9689503020747, 425.15485882295656)"
1040.0,"(233.80604632090407, 211.87242588919037)","(1218.0560372623681, 353.0813052103767)","(1127.8939595403072, 466.7190968983088)","(1116.7134284270107, 119.89994400069912)","(230.77955174796622, 758.9167814942859)","(988.5743381349528, 895.7470305982098)","(265.8280320448217, 277.25211091019395)","(778.9983779105467, 334.9162129660459)","(44.21035725593589, 182.94848461411186)","(1249.1182975620359, 425.3553467177086)"
1041.0,"(234.02685128184064, 211.98966568288603)","(1217.83804406408, 353.20369379440325)","(1127.6551199256685, 466.7929591923382)","(1116.5481797350167, 119.71234637333063)","(230.8456539892264, 758.8871975868145)","(988.626466444278, 895.7732954452188)","(266.0673646432201, 277.32435983644115)","(778.8703473217371, 335.1309410925899)","(44.304827989395704, 183.17994796006445)","(1249.267644821997, 425.5558346124606)"
