time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
21.0,"(1063.9825223759985, 135.27367618450705)","(612.1627416116601, 950.3054239098078)","(485.76873272851986, 285.7037334223791)","(1015.0657507015484, 954.1075028481841)","(206.7361711436386, 203.3586531915683)","(570.6141487729316, 786.3928905949164)","(143.93197244392968, 918.5236556295429)","(257.1268925817661, 733.8625563276408)","(1165.8848196792524, 694.9520944589514)","(1236.1205479818273, 810.1599544437217)"
22.0,"(1064.1033410510374, 135.05480899244336)","(612.3768473670042, 950.1763552244944)","(486.0186986875385, 285.69960797308363)","(1014.8206640805737, 954.1568237182007)","(206.623264394959, 203.58170490329138)","(570.4979786854126, 786.1715209701576)","(144.16601842273502, 918.4357779884442)","(256.8822126310003, 733.8112560187408)","(1165.8199528689881, 694.7106564815614)","(1236.1736597091262, 810.4042475963546)"
23.0,"(1064.2241597260763, 134.83594180037966)","(612.5909531223483, 950.047286539181)","(486.26866464655717, 285.69548252378814)","(1014.575577459599, 954.2061445882173)","(206.5103576462794, 203.80475661501447)","(570.3818085978936, 785.9501513453989)","(144.40006440154036, 918.3479003473456)","(256.6375326802345, 733.7599557098407)","(1165.755086058724, 694.4692185041714)","(1236.2267714364252, 810.6485407489874)"
24.0,"(1064.3449784011152, 134.61707460831596)","(612.8050588776924, 949.9182178538675)","(486.5186306055758, 285.69135707449266)","(1014.3304908386243, 954.2554654582339)","(206.3974508975998, 204.02780832673756)","(570.2656385103746, 785.7287817206402)","(144.6341103803457, 918.2600227062469)","(256.39285272946864, 733.7086554009406)","(1165.6902192484597, 694.2277805267814)","(1236.2798831637242, 810.8928339016203)"
25.0,"(1064.465797076154, 134.39820741625226)","(613.0191646330366, 949.7891491685541)","(486.7685965645945, 285.68723162519717)","(1014.0854042176496, 954.3047863282504)","(206.28454414892022, 204.25086003846064)","(570.1494684228556, 785.5074120958815)","(144.86815635915104, 918.1721450651482)","(256.1481727787028, 733.6573550920406)","(1165.6253524381955, 693.9863425493915)","(1236.3329948910232, 811.1371270542531)"
26.0,"(1064.586615751193, 134.17934022418856)","(613.2332703883807, 949.6600804832407)","(487.0185625236131, 285.6831061759017)","(1013.8403175966749, 954.354107198267)","(206.17163740024063, 204.47391175018373)","(570.0332983353367, 785.2860424711228)","(145.10220233795638, 918.0842674240496)","(255.903492827937, 733.6060547831405)","(1165.5604856279313, 693.7449045720015)","(1236.3861066183222, 811.381420206886)"
27.0,"(1064.7074344262319, 133.96047303212487)","(613.4473761437248, 949.5310117979272)","(487.2685284826318, 285.6789807266062)","(1013.5952309757002, 954.4034280682836)","(206.05873065156104, 204.69696346190682)","(569.9171282478177, 785.064672846364)","(145.33624831676173, 917.9963897829509)","(255.65881287717116, 733.5547544742404)","(1165.495618817667, 693.5034665946115)","(1236.4392183456212, 811.6257133595188)"
28.0,"(1064.8282531012708, 133.74160584006117)","(613.6614818990689, 949.4019431126138)","(487.51849444165043, 285.6748552773107)","(1013.3501443547256, 954.4527489383001)","(205.94582390288144, 204.9200151736299)","(569.8009581602987, 784.8433032216053)","(145.57029429556707, 917.9085121418523)","(255.62871265905022, 733.5148298343664)","(1165.4307520074028, 693.2620286172215)","(1236.4923300729201, 811.8700065121517)"
29.0,"(1064.9490717763097, 133.52273864799747)","(613.875587654413, 949.2728744273004)","(487.7684604006691, 285.6707298280152)","(1013.1050577337509, 954.5020698083167)","(205.83291715420185, 205.143066885353)","(569.6847880727797, 784.6219335968466)","(145.76171110963972, 917.7945049329387)","(255.56851222280838, 733.4349805546183)","(1165.3658851971386, 693.0205906398315)","(1236.5454418002191, 812.1142996647845)"
30.0,"(1065.0698904513486, 133.30387145593377)","(614.0896934097572, 949.143805741987)","(488.01842635968774, 285.66660437871974)","(1012.8599711127762, 954.5513906783333)","(205.72001040552226, 205.36611859707608)","(569.5686179852607, 784.4005639720879)","(145.8085215434048, 917.7769327022686)","(255.45890488310474, 733.3628096790218)","(1165.3010183868744, 692.7791526624416)","(1236.598553527518, 812.3585928174174)"
31.0,"(1065.1907091263874, 133.08500426387008)","(614.3037991651013, 949.0147370566735)","(488.2683923187064, 285.66247892942425)","(1012.6148844918015, 954.6007115483499)","(205.60710365684267, 205.58917030879917)","(569.4524478977418, 784.1791943473291)","(145.90214241093497, 917.7417882409284)","(255.29989393384452, 733.2983383724251)","(1165.2361515766102, 692.5377146850516)","(1236.651665254817, 812.6028859700502)"
32.0,"(1065.3115278014263, 132.86613707180638)","(614.5179049204454, 948.8856683713601)","(488.51835827772504, 285.65835348012877)","(1012.3697978708268, 954.6500324183664)","(205.49419690816308, 205.81222202052226)","(569.3362778102228, 783.9578247225704)","(146.04257371223022, 917.6890715489179)","(255.09148268218627, 733.2415878250516)","(1165.171284766346, 692.2962767076616)","(1236.704776982116, 812.8471791226831)"
33.0,"(1065.4323464764652, 132.64726987974268)","(614.7320106757895, 948.7565996860467)","(488.7683242367437, 285.6542280308333)","(1012.1247112498521, 954.699353288383)","(205.38129015948348, 206.03527373224534)","(569.2201077227038, 783.7364550978117)","(146.22981544729058, 917.6187826262374)","(254.8467520997391, 733.1905296032352)","(1165.1064179560817, 692.0548387302716)","(1236.757888709415, 813.0914722753159)"
34.0,"(1065.5531651515041, 132.42840268767898)","(614.9461164311336, 948.6275310007333)","(489.01829019576235, 285.6501025815378)","(1011.8796246288774, 954.7486741583996)","(205.2683834108039, 206.25832544396843)","(569.1039376351848, 783.515085473053)","(146.463867616116, 917.5309214728867)","(254.60202151729192, 733.1394713814187)","(1165.0415511458175, 691.8134007528816)","(1236.811000436714, 813.3357654279488)"
35.0,"(1065.673983826543, 132.20953549561528)","(615.1602221864778, 948.4984623154198)","(489.268256154781, 285.6459771322423)","(1011.6345380079027, 954.7979950284162)","(205.1554766621243, 206.48137715569152)","(568.9877675476658, 783.2937158482943)","(146.69791978494143, 917.443060319536)","(254.35729093484474, 733.0884131596023)","(1164.9766843355533, 691.5719627754917)","(1236.864112164013, 813.5800585805816)"
36.0,"(1065.794802501582, 131.9906683035516)","(615.3743279418219, 948.3693936301064)","(489.51822211379965, 285.6418516829468)","(1011.389451386928, 954.8473158984327)","(205.0425699134447, 206.7044288674146)","(568.8715974601469, 783.0723462235355)","(146.93197195376686, 917.3551991661853)","(254.11256035239757, 733.0373549377858)","(1164.911817525289, 691.3305247981017)","(1236.917223891312, 813.8243517332145)"
37.0,"(1065.9156211766208, 131.7718011114879)","(615.588433697166, 948.240324944793)","(489.7681880728183, 285.63772623365134)","(1011.1443647659534, 954.8966367684493)","(204.92966316476512, 206.9274805791377)","(568.7554273726279, 782.8509765987768)","(147.1660241225923, 917.2673380128347)","(253.8678297699504, 732.9862967159694)","(1164.8469507150248, 691.0890868207117)","(1236.970335618611, 814.0686448858473)"
38.0,"(1066.0364398516597, 131.5529339194242)","(615.8025394525101, 948.1112562594795)","(490.01815403183696, 285.63360078435585)","(1010.8992781449787, 954.9459576384659)","(204.81675641608552, 207.15053229086078)","(568.6392572851089, 782.6296069740181)","(147.40007629141772, 917.179476859484)","(253.62309918750321, 732.9352384941529)","(1164.7820839047606, 690.8476488433217)","(1237.02344734591, 814.3129380384802)"
39.0,"(1066.1572585266986, 131.3340667273605)","(616.0166452078543, 947.9821875741661)","(490.2681199908556, 285.62947533506036)","(1010.654191524004, 954.9952785084824)","(204.70384966740593, 207.37358400258387)","(568.5230871975899, 782.4082373492594)","(147.63412846024315, 917.0916157061333)","(253.37836860505604, 732.8841802723365)","(1164.7172170944964, 690.6062108659318)","(1237.076559073209, 814.557231191113)"
40.0,"(1066.2780772017375, 131.1151995352968)","(616.2307509631984, 947.8531188888527)","(490.51808594987426, 285.6253498857649)","(1010.4091049030293, 955.044599378499)","(204.59094291872634, 207.59663571430696)","(568.4069171100709, 782.1868677245006)","(147.86818062906858, 917.0037545527827)","(253.13363802260886, 732.83312205052)","(1164.6523502842322, 690.3647728885418)","(1237.129670800508, 814.8015243437459)"
41.0,"(1066.3988958767764, 130.8963323432331)","(616.4448567185425, 947.7240502035393)","(490.7680519088929, 285.6212244364694)","(1010.1640182820546, 955.0939202485156)","(204.47803617004675, 207.81968742603004)","(568.290747022552, 781.9654980997419)","(148.102232797894, 916.915893399432)","(252.8889074401617, 732.7820638287036)","(1164.587483473968, 690.1233349111518)","(1237.182782527807, 815.0458174963787)"
42.0,"(1066.5197145518152, 130.6774651511694)","(616.6589624738866, 947.5949815182258)","(491.01801786791157, 285.6170989871739)","(1009.9189316610799, 955.1432411185322)","(204.36512942136716, 208.04273913775313)","(568.174576935033, 781.7441284749832)","(148.33628496671943, 916.8280322460813)","(252.6441768577145, 732.7310056068872)","(1164.5226166637037, 689.8818969337618)","(1237.235894255106, 815.2901106490116)"
43.0,"(1066.6405332268541, 130.4585979591057)","(616.8730682292307, 947.4659128329124)","(491.2679838269302, 285.6129735378784)","(1009.6738450401052, 955.1925619885487)","(204.25222267268757, 208.26579084947622)","(568.058406847514, 781.5227588502245)","(148.57033713554486, 916.7401710927306)","(252.39944627526734, 732.6799473850707)","(1164.4577498534395, 689.6404589563718)","(1237.289005982405, 815.5344038016444)"
44.0,"(1066.761351901893, 130.239730767042)","(617.0871739845749, 947.336844147599)","(491.5179497859489, 285.60884808858293)","(1009.4287584191305, 955.2418828585653)","(204.13931592400797, 208.4888425611993)","(567.942236759995, 781.3013892254658)","(148.8043893043703, 916.65230993938)","(252.15471569282016, 732.6288891632543)","(1164.3928830431753, 689.3990209789819)","(1237.3421177097039, 815.7786969542773)"
45.0,"(1066.882170576932, 130.0208635749783)","(617.301279739919, 947.2077754622856)","(491.7679157449675, 285.60472263928744)","(1009.1836717981558, 955.2912037285819)","(204.02640917532838, 208.7118942729224)","(567.826066672476, 781.080019600707)","(149.03844147319572, 916.5644487860293)","(251.909985110373, 732.5778309414378)","(1164.328016232911, 689.1575830015919)","(1237.3952294370029, 816.0229901069101)"
46.0,"(1067.0029892519708, 129.8019963829146)","(617.5153854952631, 947.0787067769721)","(492.0178817039862, 285.60059718999196)","(1008.9385851771812, 955.3405245985984)","(203.9135024266488, 208.93494598464548)","(567.709896584957, 780.8586499759483)","(149.27249364202115, 916.4765876326786)","(251.6652545279258, 732.5267727196214)","(1164.2631494226468, 688.9161450242019)","(1237.4483411643018, 816.267283259543)"
47.0,"(1067.1238079270097, 129.5831291908509)","(617.7294912506072, 946.9496380916587)","(492.26784766300483, 285.5964717406965)","(1008.6934985562065, 955.389845468615)","(203.8005956779692, 209.15799769636857)","(567.5937264974381, 780.6372803511896)","(149.50654581084657, 916.3887264793279)","(251.42052394547864, 732.4757144978049)","(1164.1982826123826, 688.6747070468119)","(1237.5014528916008, 816.5115764121758)"
48.0,"(1067.2446266020486, 129.3642619987872)","(617.9435970059513, 946.8205694063453)","(492.5178136220235, 285.592346291401)","(1008.4484119352318, 955.4391663386316)","(203.6876889292896, 209.38104940809166)","(567.4775564099191, 780.4159107264309)","(149.740597979672, 916.3008653259773)","(251.17579336303146, 732.4246562759885)","(1164.1334158021184, 688.433269069422)","(1237.5545646188998, 816.7558695648088)"
49.0,"(1067.3654452770875, 129.14539480672352)","(618.1577027612955, 946.6915007210318)","(492.76777958104213, 285.5882208421055)","(1008.2033253142571, 955.4884872086482)","(203.57478218061001, 209.60410111981474)","(567.3613863224001, 780.1945411016721)","(149.97465014849743, 916.2130041726266)","(250.93106278058428, 732.373598054172)","(1164.0685489918542, 688.191831092032)","(1237.6076763461988, 817.0001627174418)"
50.0,"(1067.4862639521264, 128.92652761465982)","(618.3718085166396, 946.5624320357184)","(493.0177455400608, 285.58409539281)","(1007.9582386932824, 955.5378080786647)","(203.46187543193042, 209.82715283153783)","(567.2452162348811, 779.9731714769134)","(150.20870231732286, 916.1251430192759)","(250.6863321981371, 732.3225398323556)","(1164.00368218159, 687.950393114642)","(1237.6607880734978, 817.2444558700747)"
51.0,"(1067.6070826271653, 128.70766042259612)","(618.5859142719837, 946.433363350405)","(492.98655618315354, 285.6231751064184)","(1007.7131520723077, 955.5871289486813)","(203.34896868325083, 210.05020454326092)","(567.1290461473621, 779.7518018521547)","(150.4427544861483, 916.0372818659253)","(250.44160161568993, 732.2714816105391)","(1163.9388153713257, 687.708955137252)","(1237.7138998007968, 817.4887490227077)"
52.0,"(1067.7279013022041, 128.48879323053242)","(618.8000200273278, 946.3042946650916)","(492.92417746933904, 285.70133453363513)","(1007.468065451333, 955.6364498186979)","(203.3985417383336, 210.04368440447698)","(567.0128760598432, 779.530432227396)","(150.67680665497372, 915.9494207125746)","(250.19687103324276, 732.2204233887227)","(1163.8739485610615, 687.467517159862)","(1237.7670115280957, 817.7330421753406)"
53.0,"(1067.848719977243, 128.26992603846872)","(619.014125782672, 946.1752259797781)","(492.91013754925973, 285.7667126846939)","(1007.2229788303583, 955.6857706887145)","(203.4976878484991, 210.03064412690912)","(566.8967059723242, 779.3090626026373)","(150.91085882379915, 915.8615595592239)","(249.95214045079558, 732.1693651669062)","(1163.8090817507973, 687.2260791824721)","(1237.8201232553947, 817.9773353279736)"
54.0,"(1067.969538652282, 128.05105884640503)","(619.2282315380161, 946.0461572944647)","(492.94442871482937, 285.81928044309683)","(1006.9778922093836, 955.735091558731)","(203.56340908427975, 210.05478956934715)","(566.7805358848052, 779.0876929778785)","(151.14491099262457, 915.7736984058732)","(249.7074098683484, 732.1183069450898)","(1163.744214940533, 686.9846412050821)","(1237.8732349826937, 818.2216284806066)"
55.0,"(1068.0903573273208, 127.83219165434134)","(619.4423372933602, 945.9170886091513)","(493.0270432400865, 285.8590086957262)","(1006.732805588409, 955.7844124287476)","(203.59569606585023, 210.11611229847222)","(566.6643657972862, 778.8663233531198)","(151.37896316145, 915.6858372525226)","(249.46267928590123, 732.0672487232733)","(1163.6793481302689, 686.7432032276921)","(1237.9263467099927, 818.4659216332395)"
56.0,"(1068.2111760023597, 127.61332446227766)","(619.6564430487043, 945.7880199238379)","(493.157973373594, 285.88586830431666)","(1006.4877189674343, 955.8337332987642)","(203.5945394149456, 210.2146038780889)","(566.5481957097672, 778.6449537283611)","(151.61301533027543, 915.5979760991719)","(249.21794870345406, 732.0161905014569)","(1163.6144813200046, 686.5017652503021)","(1237.9794584372917, 818.7102147858725)"
57.0,"(1068.3319946773986, 127.39445727021398)","(619.8705488040484, 945.6589512385244)","(493.33721133073294, 285.8998300768097)","(1006.2426323464596, 955.8830541687807)","(203.55992975135564, 210.35025586596862)","(566.4320256222483, 778.4235841036024)","(151.84706749910086, 915.5101149458212)","(248.97321812100688, 731.9651322796404)","(1163.5496145097404, 686.2603272729121)","(1238.0325701645907, 818.9545079385055)"
58.0,"(1068.4528133524375, 127.1755900781503)","(620.0846545593926, 945.529882553211)","(493.5647492858576, 285.9008647384662)","(1005.9975457254849, 955.9323750387973)","(203.49185768941558, 210.5230598106832)","(566.3158555347293, 778.2022144788436)","(152.0811196679263, 915.4222537924705)","(248.7284875385597, 731.914074057824)","(1163.4847476994762, 686.0188892955222)","(1238.0856818918896, 819.1988010911384)"
59.0,"(1068.5736320274764, 126.95672288608661)","(620.2987603147367, 945.4008138678976)","(493.8146997105283, 285.8958862641073)","(1005.7524591045102, 955.9816959088139)","(203.39031383448696, 210.73300724842323)","(566.1996854472103, 777.9808448540849)","(152.31517183675172, 915.3343926391199)","(248.48375695611253, 731.8630158360075)","(1163.419880889212, 685.7774513181322)","(1238.1387936191886, 819.4430942437714)"
60.0,"(1068.6944507025153, 126.73785569402293)","(620.5128660700808, 945.2717451825841)","(494.06465013519903, 285.8909077897483)","(1005.5073724835355, 956.0310167788305)","(203.27709688555882, 210.95590166844178)","(566.0835153596913, 777.7594752293262)","(152.54922400557714, 915.2465314857692)","(248.23902637366535, 731.8119576141911)","(1163.3550140789478, 685.5360133407422)","(1238.1919053464876, 819.6873873964043)"
61.0,"(1068.8152693775542, 126.51898850195924)","(620.7269718254249, 945.1426764972707)","(494.31460055986975, 285.8859293153894)","(1005.2622858625608, 956.080337648847)","(203.16387993663068, 211.17879608846033)","(565.9673452721723, 777.5381056045675)","(152.78327617440257, 915.1586703324185)","(247.99429579121818, 731.7608993923747)","(1163.2901472686835, 685.2945753633522)","(1238.2450170737866, 819.9316805490373)"
62.0,"(1068.936088052593, 126.30012130989556)","(620.941077580769, 945.0136078119573)","(494.56455098454046, 285.8809508410304)","(1005.0171992415861, 956.1296585188636)","(203.05066298770254, 211.40169050847888)","(565.8511751846534, 777.3167359798088)","(153.017328343228, 915.0708091790679)","(247.749565208771, 731.7098411705582)","(1163.2252804584193, 685.0531373859623)","(1238.2981288010856, 820.1759737016703)"
63.0,"(1069.056906727632, 126.08125411783188)","(621.1551833361132, 944.8845391266439)","(494.8145014092112, 285.8759723666715)","(1004.7721126206114, 956.1789793888802)","(202.9374460387744, 211.62458492849743)","(565.7350050971344, 777.09536635505)","(153.25138051205343, 914.9829480257172)","(247.50483462632383, 731.6587829487418)","(1163.160413648155, 684.8116994085723)","(1238.3512405283846, 820.4202668543032)"
64.0,"(1069.1777254026708, 125.86238692576819)","(621.3692890914573, 944.7554704413304)","(495.0644518338819, 285.8709938923125)","(1004.5270259996367, 956.2283002588968)","(202.82422908984626, 211.84747934851598)","(565.6188350096154, 776.8739967302913)","(153.48543268087886, 914.8950868723665)","(247.26010404387665, 731.6077247269253)","(1163.0955468378909, 684.5702614311823)","(1238.4043522556835, 820.6645600069362)"
65.0,"(1069.2985440777097, 125.64351973370451)","(621.5833948468014, 944.626401756017)","(495.3144022585526, 285.8660154179536)","(1004.2819393786621, 956.2776211289133)","(202.71101214091811, 212.07037376853452)","(565.5026649220964, 776.6526271055326)","(153.7194848497043, 914.8072257190158)","(247.01537346142948, 731.5566665051089)","(1163.0306800276267, 684.3288234537923)","(1238.4574639829825, 820.9088531595692)"
66.0,"(1069.4193627527486, 125.42465254164082)","(621.7975006021455, 944.4973330707036)","(495.5643526832233, 285.8610369435946)","(1004.0368527576874, 956.3269419989299)","(202.59779519198997, 212.29326818855307)","(565.3864948345774, 776.4312574807739)","(153.95353701852972, 914.7193645656652)","(246.7706428789823, 731.5056082832924)","(1162.9658132173624, 684.0873854764023)","(1238.5105757102815, 821.1531463122021)"
67.0,"(1069.5401814277875, 125.20578534957714)","(622.0116063574897, 944.3682643853901)","(495.81430310789403, 285.8560584692357)","(1003.7917661367127, 956.3762628689465)","(202.48457824306183, 212.51616260857162)","(565.2703247470585, 776.2098878560151)","(154.18758918735514, 914.6315034123145)","(246.52591229653513, 731.454550061476)","(1162.9009464070982, 683.8459474990124)","(1238.5636874375805, 821.3974394648351)"
68.0,"(1069.6610001028264, 124.98691815751346)","(622.2257121128338, 944.2391957000767)","(496.06425353256475, 285.8510799948767)","(1003.546679515738, 956.425583738963)","(202.3713612941337, 212.73905702859017)","(565.1541546595395, 775.9885182312564)","(154.42164135618057, 914.5436422589638)","(246.28118171408795, 731.4034918396595)","(1162.836079596834, 683.6045095216224)","(1238.6167991648795, 821.641732617468)"
69.0,"(1069.7818187778653, 124.76805096544977)","(622.4398178681779, 944.1101270147633)","(496.31420395723546, 285.8461015205178)","(1003.3015928947633, 956.4749046089796)","(202.25814434520555, 212.96195144860872)","(565.0379845720205, 775.7671486064977)","(154.655693525006, 914.4557811056131)","(246.03645113164077, 731.3524336178431)","(1162.7712127865698, 683.3630715442324)","(1238.6699108921785, 821.886025770101)"
70.0,"(1069.9026374529042, 124.54918377338609)","(622.653923623522, 943.9810583294499)","(496.5641543819062, 285.8411230461588)","(1003.0565062737886, 956.5242254789962)","(202.1449273962774, 213.18484586862726)","(564.9218144845015, 775.545778981739)","(154.88974569383143, 914.3679199522625)","(245.7917205491936, 731.3013753960266)","(1162.7063459763056, 683.1216335668424)","(1238.7230226194774, 822.130318922734)"
