time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9
346.0,"(1103.248591763638, 64.14183876380986)","(667.4353572183903, 916.985610443183)","(559.6416084342785, 284.58475595639817)","(964.0772357749713, 964.368356366137)","(172.13026035595817, 273.08099703840253)","(539.6452686198627, 727.3796839675026)","(177.65331518471774, 867.8495371476043)","(179.55721966685556, 717.2109769741614)","(1144.80310634339, 616.4847518072085)","(1247.1671494692607, 860.9699966036289)"
347.0,"(1103.3694104386768, 63.92297157174618)","(667.5181804322983, 916.935682390967)","(559.7884003921071, 284.58183217661616)","(964.0118495960965, 964.3815145843064)","(172.01658814813555, 273.303659628814)","(539.5970422767634, 727.2877855476651)","(177.60456563014878, 867.6043362484842)","(179.31237150099994, 717.1604856315655)","(1144.738239533126, 616.2433138298185)","(1247.1813137219144, 861.0351466206108)"
348.0,"(1103.4902291137157, 63.704104379682505)","(667.6005895301369, 916.8860039790122)","(559.9344583901466, 284.5789230157331)","(963.946790348116, 964.3946070113849)","(171.90291594031294, 273.52632221922545)","(539.5490570653797, 727.1963466199268)","(177.55581607557983, 867.359135349364)","(179.06752333514433, 717.1099942889696)","(1144.6733727228618, 616.0018758524285)","(1247.1954071533048, 861.0999708875078)"
349.0,"(1103.6110477887546, 63.48523718761883)","(667.6825865824861, 916.8365739591171)","(560.0797860981959, 284.5760284006544)","(963.8820563963754, 964.4076339763279)","(171.78924373249032, 273.7489848096369)","(539.5013117800528, 727.1053648868271)","(177.50706652101087, 867.1139344502438)","(178.82267516928871, 717.0595029463736)","(1144.6085059125976, 615.7604378750385)","(1247.2094301175382, 861.1644710330702)"
350.0,"(1103.7318664637935, 63.26636999555515)","(667.7641736495736, 916.7873910893215)","(560.2243871677049, 284.57314825865114)","(963.8176461143936, 964.4205958064463)","(171.6755715246677, 273.97164740004837)","(539.4538052211525, 727.014838062393)","(177.4583169664419, 866.8687335511237)","(178.5778270034331, 717.0090116037777)","(1144.5436391023336, 615.5189998976485)","(1247.2233829669506, 861.2286486779049)"
351.0,"(1103.8526851388324, 63.047502803491476)","(667.8453527813258, 916.7384541338749)","(560.3682652318664, 284.5702825173579)","(963.7535578838216, 964.433492827414)","(171.56189931684509, 274.19430999045983)","(539.4065361950468, 726.924763872081)","(177.40956741187296, 866.6235326520035)","(178.33297883757749, 716.9585202611818)","(1144.4787722920694, 615.2775619202586)","(1247.2372660521157, 861.2925054345153)"
352.0,"(1103.9735038138713, 62.8286356114278)","(667.9261260174192, 916.6897618632056)","(560.511423905707, 284.5674311047711)","(963.6897900944025, 964.446325363277)","(171.44822710902247, 274.4169725808713)","(539.3595035140715, 726.8351400527206)","(177.360817857304, 866.3783317528834)","(178.08813067172187, 716.9080289185858)","(1144.4139054818054, 615.0361239428686)","(1247.2510797218551, 861.3560429073427)"
353.0,"(1104.0943224889102, 62.60976841936412)","(668.006495387332, 916.6413130538896)","(560.6538667861785, 284.56459394924724)","(963.6263411439305, 964.4590937364605)","(171.33455490119985, 274.63963517128275)","(539.3127059965012, 726.745964352457)","(177.31206830273504, 866.1331308537632)","(177.84328250586626, 716.8575375759899)","(1144.3490386715412, 614.7946859654786)","(1247.2648243232459, 861.419262692806)"
354.0,"(1104.215141163949, 62.390901227300446)","(668.0864629103954, 916.5931064886202)","(560.7955974522475, 284.561770979501)","(963.5632094382108, 964.4717982677782)","(171.22088269337723, 274.8622977616942)","(539.2661424665188, 726.6572345306947)","(177.26331874816609, 865.887929954643)","(177.59843434001064, 716.807046233394)","(1144.2841718612772, 614.5532479880886)","(1247.2785002016296, 861.482166379342)"
355.0,"(1104.335959838988, 62.17203403523677)","(668.1660305958435, 916.5451409561771)","(560.9366194649863, 284.55896212460345)","(963.5003933910198, 964.4844392764394)","(171.10721048555462, 275.08496035210567)","(539.2198117541861, 726.5689483580412)","(177.21456919359713, 865.6427290555229)","(177.35358617415503, 716.756554890798)","(1144.219305051013, 614.3118100106987)","(1247.2921077006215, 861.5447555474452)"
356.0,"(1104.4567785140268, 61.95316684317309)","(668.2452004428643, 916.4974152513962)","(561.0769363676613, 284.55616731398044)","(963.4378914240647, 964.4970170800572)","(170.993538277732, 275.3076229425171)","(539.1737126954152, 726.4811036162511)","(177.16581963902817, 865.3975281564027)","(177.1087380082994, 716.7060635482021)","(1144.154438240749, 614.0703720333087)","(1247.3056471621185, 861.607031769708)"
357.0,"(1104.5775971890657, 61.73429965110942)","(668.32397444065, 916.4499281751392)","(561.216551685823, 284.5533864774105)","(963.3757019669443, 964.5095319946569)","(170.87986606990938, 275.5302855329286)","(539.1278441319382, 726.3936980981698)","(177.11707008445921, 865.1523272572825)","(176.8638898424438, 716.6555722056062)","(1144.0895714304847, 613.8289340559187)","(1247.319118926308, 861.6689966108595)"
358.0,"(1104.6984158641046, 61.51543245904574)","(668.4023545684468, 916.4026785342635)","(561.3554689273939, 284.5506195450235)","(963.3138234571096, 964.5219843346836)","(170.76619386208677, 275.75294812334005)","(539.0822049112785, 726.3067296076789)","(177.06832052989026, 864.9071263581624)","(176.61904167658818, 716.6050808630102)","(1144.0247046202207, 613.5874960785287)","(1247.3325233316764, 861.7306516278052)"
359.0,"(1104.8192345391435, 61.296565266982064)","(668.4803427956045, 916.3556651415922)","(561.4936915827569, 284.54786644729836)","(963.252254339824, 964.5343744130101)","(170.65252165426415, 275.9756107137515)","(539.0367938867221, 726.2201959596405)","(177.0195709753213, 864.6619254590422)","(176.37419351073257, 716.5545895204143)","(1143.9598378099565, 613.3460581011387)","(1247.345860715018, 861.7919983696662)"
360.0,"(1104.9400532141824, 61.07769807491839)","(668.5579410816265, 916.3088868158843)","(561.6312231248431, 284.54512711506186)","(963.190993068125, 964.546702540945)","(170.53884944644153, 276.19827330416297)","(538.9916099172884, 726.1340949798423)","(176.97082142075234, 864.416724559922)","(176.12934534487695, 716.5040981778184)","(1143.8949709996925, 613.1046201237488)","(1247.3591314114428, 861.8530383778178)"
361.0,"(1105.0608718892213, 60.85883088285471)","(668.6351513762183, 916.2623423818048)","(561.768067009219, 284.54240147948656)","(963.1300381027843, 964.5589690282403)","(170.42517723861891, 276.4209358945744)","(538.946651867702, 726.0484245049431)","(176.9220718661834, 864.1715236608019)","(175.88449717902134, 716.4536068352224)","(1143.8301041894283, 612.8631821463588)","(1247.3723357543856, 861.9137731859288)"
362.0,"(1105.1816905642602, 60.639963690791035)","(668.7119756193373, 916.2160306698959)","(561.9042266741728, 284.53968947208915)","(963.0693879122704, 964.5711741830991)","(170.3115050307963, 276.6435984849859)","(538.9019186083635, 725.9631823824184)","(176.87332231161443, 863.9263227616817)","(175.63964901316572, 716.4031154926265)","(1143.7652373791643, 612.6217441689688)","(1247.3854740756137, 861.9742043199991)"
363.0,"(1105.302509239299, 60.42109649872736)","(668.7884157412406, 916.1699505165464)","(562.039705540802, 284.5369910247287)","(963.009040972709, 964.5833183121836)","(170.19783282297368, 276.86626107539735)","(538.8574090153218, 725.8783664705063)","(176.82457275704547, 863.6811218625616)","(175.3948008473101, 716.3526241500306)","(1143.7003705689, 612.3803061915788)","(1247.3985467052357, 862.0343332983991)"
364.0,"(1105.423327914338, 60.20222930666368)","(668.8644736625344, 916.1241007639636)","(562.1745070130979, 284.53430606960507)","(962.9489957678455, 964.5954017206227)","(170.08416061515106, 277.0889236658088)","(538.8131219702451, 725.7939746381538)","(176.77582320247652, 863.4359209634414)","(175.1499526814545, 716.3021328074346)","(1143.635503758636, 612.1388682141888)","(1247.4115539717095, 862.0941616319071)"
365.0,"(1105.5441465893769, 59.983362114600006)","(668.9401512942217, 916.0784802601438)","(562.3086344780324, 284.531634539257)","(962.8892507890063, 964.6074247120196)","(169.97048840732845, 277.31158625622027)","(538.7690563603938, 725.7100047649631)","(176.72707364790756, 863.1907200643212)","(174.90510451559888, 716.2516414648387)","(1143.5706369483719, 611.8974302367989)","(1247.424496201851, 862.1536908237476)"
366.0,"(1105.6649652644157, 59.76449492253633)","(669.0154505377506, 916.033087858843)","(562.4420913056423, 284.52897636656076)","(962.8298045350613, 964.6193875884595)","(169.85681619950583, 277.5342488466317)","(538.7252110785919, 725.6264547411382)","(176.6783240933386, 862.9455191652011)","(174.66025634974326, 716.2011501222428)","(1143.505770138108, 611.6559922594089)","(1247.4373737208418, 862.2129223696289)"
367.0,"(1105.7857839394546, 59.54562773047265)","(669.0903732850618, 915.9879224195488)","(562.574880849114, 284.52633148472796)","(962.7706555123859, 964.6312906505173)","(169.7431439916832, 277.7569114370432)","(538.681585023199, 725.5433224674325)","(176.62957453876965, 862.7003182660809)","(174.41540818388765, 716.1506587796468)","(1143.4409033278437, 611.4145542820189)","(1247.4501868522377, 862.2718577577808)"
368.0,"(1105.9066026144935, 59.326760538408976)","(669.1649214186365, 915.942982807451)","(562.7070064448685, 284.5236998273043)","(962.711802234824, 964.6431341972647)","(169.6294717838606, 277.97957402745465)","(538.638177098083, 725.4606058550953)","(176.5808249842007, 862.4551173669607)","(174.17056001803203, 716.1001674370509)","(1143.3760365175797, 611.1731163046289)","(1247.4629359179764, 862.3304984689919)"
369.0,"(1106.0274212895324, 59.1078933463453)","(669.2390968115433, 915.8982678934137)","(562.8384714126441, 284.5210813281678)","(962.6532432236498, 964.6549185262784)","(169.51579957603798, 278.2022366178661)","(538.5949862125926, 725.3783028258198)","(176.53207542963173, 862.2099164678406)","(173.92571185217642, 716.049676094455)","(1143.3111697073155, 610.931678327239)","(1247.4756212383866, 862.388845976647)"
370.0,"(1106.1482399645713, 58.88902615428162)","(669.3129013274855, 915.8537765539467)","(562.969279055581, 284.51847592152694)","(962.5949770075316, 964.666643933647)","(169.40212736821536, 278.42489920827757)","(538.5520112815296, 725.2964113116907)","(176.48332587506277, 861.9647155687204)","(173.6808636863208, 715.999184751859)","(1143.2463028970515, 610.690240349849)","(1247.4882431321946, 862.4469017467637)"
371.0,"(1106.2690586396102, 58.67015896221795)","(669.3863368208481, 915.8095076711769)","(563.099432660303, 284.5158835419193)","(962.537002122494, 964.6783107139788)","(169.28845516039274, 278.647561798689)","(538.509251225122, 725.2149292551322)","(176.43457632049382, 861.7195146696002)","(173.4360155204652, 715.9486934092631)","(1143.1814360867872, 610.448802372459)","(1247.5008019165336, 862.5046672380299)"
372.0,"(1106.389877314649, 58.45129177015427)","(669.4594051367438, 915.765460132821)","(563.2289354970015, 284.51330412420975)","(962.4793171118815, 964.689919160409)","(169.17478295257013, 278.8702243891005)","(538.4667049689963, 725.1338546088566)","(176.38582676592486, 861.4743137704801)","(173.19116735460958, 715.8982020666672)","(1143.1165692765233, 610.207364395069)","(1247.513297906951, 862.5621439018398)"
373.0,"(1106.510695989688, 58.232424578090594)","(669.5321081110601, 915.7216328321568)","(563.3577908195165, 284.5107376035887)","(962.4219205263221, 964.7014695646069)","(169.0611107447475, 279.09288697951195)","(538.4243714441513, 725.0531853358124)","(176.3370772113559, 861.2291128713599)","(172.94631918875396, 715.8477107240712)","(1143.051702466259, 609.965926417679)","(1247.5257314174162, 862.6193331823306)"
374.0,"(1106.6315146647269, 58.01355738602692)","(669.6044475705048, 915.678024667996)","(563.4860018654189, 284.5081839155708)","(962.3648109236905, 964.7129622167838)","(168.9474385369249, 279.3155495699234)","(538.3822495869306, 724.9729194091333)","(176.28832765678695, 860.9839119722398)","(172.70147102289835, 715.7972193814753)","(1142.986835655995, 609.7244884402891)","(1247.5381027603291, 862.676236516419)"
375.0,"(1106.7523333397658, 57.79469019396324)","(669.6764253326523, 915.634634544656)","(563.6135718560918, 284.5056429959929)","(962.307986869072, 964.7243974056998)","(168.83376632910227, 279.53821216033487)","(538.3403383389959, 724.8930548120876)","(176.239578102218, 860.7387110731196)","(172.45662285704273, 715.7467280388794)","(1142.9219688457308, 609.4830504628991)","(1247.5504122465275, 862.7328553338368)"
376.0,"(1106.8731520148046, 57.575823001899565)","(669.7480432059891, 915.5914613719327)","(563.7405039968113, 284.5031147810129)","(962.2514469347267, 964.7357754186713)","(168.72009412127966, 279.7608747507463)","(538.298636647301, 724.8135895380271)","(176.19082854764903, 860.4935101739994)","(172.21177469118712, 715.6962366962834)","(1142.8571020354668, 609.2416124855091)","(1247.5626601852948, 862.7891910571676)"
377.0,"(1106.9939706898435, 57.35695580983589)","(669.8193029899592, 915.5485040650731)","(563.8668014768273, 284.5005992071079)","(962.1951897000531, 964.747096541578)","(168.60642191345704, 279.9835373411578)","(538.2571434640645, 724.734521590337)","(176.14207899308008, 860.2483092748793)","(171.9669265253315, 715.6457453536875)","(1142.7922352252026, 609.0001745081191)","(1247.5748468843683, 862.8452451018818)"
378.0,"(1107.1147893648824, 57.13808861777222)","(669.8902064750093, 915.5057615447477)","(563.9924674694431, 284.4980962110723)","(962.1392137515528, 964.7583610588702)","(168.49274970563442, 280.20619993156924)","(538.2158577467442, 724.6558489823852)","(176.09332943851112, 860.0031083757591)","(171.7220783594759, 715.5952540110916)","(1142.7273684149386, 608.7587365307292)","(1247.5869726499463, 862.9010188763724)"
379.0,"(1107.2356080399213, 56.91922142570855)","(669.9607554426343, 915.4632327370239)","(564.1175051320959, 284.49560573001696)","(962.083517682795, 964.7695692535758)","(168.3790774978118, 280.4288625219807)","(538.1747784580105, 724.5775697374733)","(176.04457988394216, 859.7579074766389)","(171.47723019362027, 715.5447626684957)","(1142.6625016046744, 608.5172985533392)","(1247.5990377866967, 862.9565137819906)"
380.0,"(1107.3564267149602, 56.70035423364488)","(670.0309516654212, 915.4209165733388)","(564.2419176064353, 284.49312770136686)","(962.028100094381, 964.780721407308)","(168.2654052899892, 280.65152511239216)","(538.1339045657204, 724.4996818887859)","(175.9958303293732, 859.5127065775188)","(171.23238202776466, 715.4942713258997)","(1142.5976347944104, 608.2758605759492)","(1247.6110425977633, 863.0117312130806)"
381.0,"(1107.477245389999, 56.48148704158121)","(670.100796907094, 915.3788119904721)","(564.3657080184031, 284.49066206286)","(961.9729595939091, 964.7918178002715)","(168.15173308216657, 280.8741877028036)","(538.0932350428918, 724.4221834793419)","(175.94708077480425, 859.2675056783986)","(170.98753386190904, 715.4437799833038)","(1142.5327679841462, 608.0344225985592)","(1247.6229873847744, 863.0666725570152)"
382.0,"(1107.598064065038, 56.26261984951754)","(670.1702929225586, 915.3369179305197)","(564.4888794783111, 284.4882087525457)","(961.9180947959395, 964.8028587112701)","(168.03806087434396, 281.0968502932151)","(538.0527688676774, 724.3450725619452)","(175.8983312202353, 859.0223047792784)","(170.74268569605343, 715.3932886407079)","(1142.4679011738822, 607.7929846211692)","(1247.6348724478505, 863.1213391942301)"
383.0,"(1107.7188827400769, 56.04375265745387)","(670.2394414579458, 915.2952333408671)","(564.6114350809196, 284.485767708783)","(961.8635043219598, 964.8138444177138)","(167.92438866652134, 281.31951288362654)","(538.012505023339, 724.2683471991355)","(175.84958166566634, 858.7771038801583)","(170.4978375301978, 715.3427972981119)","(1142.403034363618, 607.5515466437793)","(1247.6466980856112, 863.175732498259)"
384.0,"(1107.8397014151158, 55.8248854653902)","(670.308244250656, 915.2537571741627)","(564.733377905515, 284.4833388702391)","(961.80918680035, 964.8247751956252)","(167.81071645869872, 281.542175474038)","(537.9724424982223, 724.1920054631398)","(175.80083211109738, 858.5319029810381)","(170.2529893643422, 715.292305955516)","(1142.338167553354, 607.3101086663893)","(1247.6584645951832, 863.2298538357677)"
385.0,"(1107.9605200901547, 55.606018273326534)","(670.3767030294027, 915.212488388292)","(564.8547110159874, 284.4809221758879)","(961.7551408663481, 964.835651319647)","(167.6970442508761, 281.76483806444946)","(537.9325802857312, 724.1160454358242)","(175.75208255652842, 858.286702081918)","(170.00814119848658, 715.24181461292)","(1142.2733007430897, 607.0686706889993)","(1247.6701722722073, 863.2837045665889)"
386.0,"(1108.0813387651935, 55.387151081262864)","(670.4448195142558, 915.1714259463505)","(564.9754374609074, 284.4785175650084)","(961.7013651620164, 964.8464730630487)","(167.5833720430535, 281.9875006548609)","(537.8929173843026, 724.0404652086451)","(175.70333300195946, 858.0415011827978)","(169.76329303263097, 715.1913232703241)","(1142.2084339328258, 606.8272327116093)","(1247.6818214108462, 863.337286043756)"
387.0,"(1108.2021574402324, 55.168283889199195)","(670.5125954166845, 915.1305688166187)","(565.0955602736029, 284.47612497718336)","(961.6478583362062, 964.8572406977335)","(167.46969983523087, 282.2101632452724)","(537.853452797381, 723.9652628826018)","(175.6545834473905, 857.7963002836776)","(169.51844486677535, 715.1408319277282)","(1142.1435671225615, 606.5857947342193)","(1247.693412303792, 863.3905996135372)"
388.0,"(1108.3229761152713, 54.949416697135526)","(670.580032439601, 915.0899159725357)","(565.2150824722349, 284.47374435229744)","(961.5946190445252, 964.8679544942448)","(167.35602762740825, 282.43282583568384)","(537.8141855333942, 723.8904365681888)","(175.60583389282155, 857.5510993845575)","(169.27359670091974, 715.0903405851323)","(1142.0787003122975, 606.3443567568294)","(1247.704945242273, 863.4436466154696)"
389.0,"(1108.4437947903102, 54.730549505071856)","(670.647132277403, 915.049466392673)","(565.3340070598738, 284.47137563053593)","(961.5416459493026, 964.8786147217736)","(167.24235541958564, 282.6554884260953)","(537.7751146057271, 723.8159843853479)","(175.5570843382526, 857.3058984854373)","(169.02874853506412, 715.0398492425363)","(1142.0138335020333, 606.1029187794394)","(1247.7164205160616, 863.4964283823922)"
390.0,"(1108.564613465349, 54.51168231300819)","(670.713896616016, 915.0092190607097)","(565.4523370245744, 284.46901875238325)","(961.4889377195561, 964.8892216481647)","(167.12868321176302, 282.87815101650676)","(537.7362390326984, 723.7419044634211)","(175.50833478368364, 857.0606975863171)","(168.7839003692085, 714.9893578999404)","(1141.9489666917693, 605.8614808020494)","(1247.7278384134813, 863.5489462404803)"
391.0,"(1108.685432140388, 54.29281512094452)","(670.7803271329359, 914.9691729654062)","(565.5700753394515, 284.46667365862135)","(961.4364930309583, 964.8997755399239)","(167.0150110039404, 283.1008136069182)","(537.697557837535, 723.6681949411039)","(175.45958522911468, 856.815496687197)","(168.5390522033529, 714.9388665573445)","(1141.884099881505, 605.6200428246594)","(1247.7391992214139, 863.6012015092779)"
392.0,"(1108.806250815427, 54.07394792888085)","(670.8464254972712, 914.9293271005791)","(565.6872249627543, 284.46434029032827)","(961.3843105658035, 964.9102766622243)","(166.90133879611778, 283.3234761973297)","(537.6590700483473, 723.5948539663984)","(175.41083567454572, 856.5702957880768)","(168.29420403749728, 714.8883752147485)","(1141.8192330712411, 605.3786048472695)","(1247.7505032253068, 863.6531955017315)"
393.0,"(1108.9270694904658, 53.85508073681718)","(670.9121933697849, 914.8896804650763)","(565.8037888379405, 284.4620185888766)","(961.3323890129744, 964.9207252789132)","(166.78766658829517, 283.54613878774114)","(537.6207746981056, 723.5218796965664)","(175.36208611997677, 856.3250948889566)","(168.04935587164167, 714.8378838721526)","(1141.754366260977, 605.1371668698795)","(1247.7617507091802, 863.7049295242228)"
394.0,"(1109.0478881655047, 53.63621354475351)","(670.9776324029359, 914.8502320627508)","(565.9197698937508, 284.45970849593226)","(961.2807270679095, 964.9311216525186)","(166.67399438047255, 283.7688013781526)","(537.5826708246151, 723.4492702980835)","(175.3133365654078, 856.0798939898365)","(167.80450770578605, 714.7873925295567)","(1141.689499450713, 604.8957288924895)","(1247.7729419556342, 863.7564048766018)"
395.0,"(1109.1687068405436, 53.41734635268984)","(671.0427442409213, 914.8109809024371)","(566.035171044282, 284.4574099534526)","(961.22932343257, 964.941466044256)","(166.56032217264993, 283.99146396856406)","(537.5447574704921, 723.3770239465931)","(175.26458701083885, 855.8346930907163)","(167.55965953993044, 714.7369011869607)","(1141.6246326404487, 604.6542909150995)","(1247.784077245856, 863.8076228522187)"
396.0,"(1109.2895255155825, 53.19847916062617)","(671.1075305197166, 914.7719259979249)","(566.1499951890606, 284.4551229036853)","(961.1781768154071, 964.9517587140347)","(166.44664996482732, 284.2141265589755)","(537.5070336831396, 723.3051388268601)","(175.2158374562699, 855.5894921915962)","(167.31481137407482, 714.6864098443648)","(1141.5597658301847, 604.4128529377095)","(1247.7951568596268, 863.8585847379577)"
397.0,"(1109.4103441906213, 52.9796119685625)","(671.1719928671181, 914.7330663679353)","(566.2642452131154, 284.45284728916687)","(961.1272859313301, 964.9619999204645)","(166.3329777570047, 284.436789149387)","(537.4694985147239, 723.2336131327258)","(175.16708790170094, 855.344291292476)","(167.0699632082192, 714.6359185017689)","(1141.4948990199205, 604.1714149603196)","(1247.8061810753286, 863.9092918142679)"
398.0,"(1109.5311628656602, 52.76074477649883)","(671.2361329027825, 914.6944010360957)","(566.3779239870498, 284.450583052721)","(961.0766495016735, 964.9721899208621)","(166.21930554918208, 284.65945173979844)","(537.4321510221503, 723.1624450670622)","(175.11833834713198, 855.0990903933558)","(166.8251150423636, 714.5854271591729)","(1141.4300322096565, 603.9299769829296)","(1247.817150169952, 863.9597453551966)"
399.0,"(1109.6519815406991, 52.54187758443516)","(671.2999522382686, 914.6559290309152)","(566.4910343671146, 284.4483301374574)","(961.0262662541651, 964.9823289712577)","(166.10563334135946, 284.8821143302099)","(537.3949902670395, 723.0916328417269)","(175.06958879256302, 854.8538894942357)","(166.58026687650798, 714.534935816577)","(1141.3651653993923, 603.6885390055396)","(1247.8280644191022, 864.0099466284206)"
400.0,"(1109.772800215738, 52.32301039237149)","(671.3634524770772, 914.6176493857606)","(566.603579195279, 284.4460884867701)","(960.9761349228943, 964.9924173264014)","(165.99196113353685, 285.10477692062136)","(537.3580153157043, 723.0211746775183)","(175.02083923799407, 854.6086885951155)","(166.33541871065236, 714.4844444739811)","(1141.3002985891283, 603.4471010281496)","(1247.8389240970068, 864.0598968952785)"
401.0,"(1109.893618890777, 52.104143200307824)","(671.4266352146918, 914.5795611388318)","(566.7155612993026, 284.44385804433625)","(960.9262542482799, 965.0024552397695)","(165.87828892571423, 285.3274395110328)","(537.3212252391257, 722.9510688041307)","(174.9720896834251, 854.3634876959953)","(166.09057054479675, 714.4339531313851)","(1141.235431778864, 603.2056630507597)","(1247.8497294765218, 864.109597410802)"
402.0,"(1110.0144375658158, 51.885276008244155)","(671.4895020386184, 914.5416633331376)","(566.8269834928061, 284.4416387541146)","(960.8766229770384, 965.0124429635706)","(165.7646167178916, 285.5501021014443)","(537.2846191129302, 722.88131346011)","(174.92334012885615, 854.1182867968752)","(165.84572237894113, 714.3834617887892)","(1141.1705649686, 602.9642250733697)","(1247.816049122923, 864.1364720736726)"
403.0,"(1110.1352562408547, 51.666408816180486)","(671.5520545284253, 914.503955016472)","(566.9378485753421, 284.439430560344)","(960.8272398621532, 965.0223807487528)","(165.650944510069, 285.77276469185574)","(537.2481960173656, 722.8119068928095)","(174.8745905742872, 853.873085897755)","(165.60087421308552, 714.3329704461933)","(1141.154244817094, 602.9169635387477)","(1247.8310151747596, 864.1517913378818)"
404.0,"(1110.2560749158936, 51.447541624116816)","(671.6142942557832, 914.4664352413896)","(567.0481593324654, 284.4372334075423)","(960.7781036628425, 965.032268845009)","(165.53727230224638, 285.9954272822672)","(537.2119550372787, 722.7428473583454)","(174.82584101971824, 853.6278849986348)","(165.3560260472299, 714.2824791035973)","(1141.121604514082, 602.8224404695038)","(1247.7834966233677, 864.1362353977423)"
405.0,"(1110.3768935909325, 51.22867443205315)","(671.6762227845043, 914.4291030651826)","(567.1579185358031, 284.43504724050456)","(960.7617417029494, 965.0043965224303)","(165.42360009442376, 286.21808987267866)","(537.1758952620924, 722.6741331215537)","(174.77709146514928, 853.3826840995147)","(165.1111778813743, 714.2319877610014)","(1141.0782603253965, 602.6790765686588)","(1247.688459520584, 864.1051235174634)"
406.0,"(1110.4977122659714, 51.00980723998948)","(671.7378416705817, 914.3919575498567)","(567.2671289431241, 284.43287200430206)","(960.7781559103533, 964.93876545441)","(165.30992788660114, 286.4407524630901)","(537.1400157857819, 722.605762455946)","(174.72834191058033, 853.1374832003945)","(164.86632971551867, 714.1814964184055)","(1141.024218371319, 602.4868704953026)","(1247.6434069041802, 864.0727661969653)"
407.0,"(1110.6185309410102, 50.79094004792581)","(671.7991524622288, 914.3549977621074)","(567.3757932984086, 284.4307076442805)","(960.8273482130858, 964.8353773146464)","(165.19625567877853, 286.6634150535016)","(537.104315706853, 722.5377336436662)","(174.67959235601137, 852.8922823012743)","(164.62148154966306, 714.1310050758095)","(1140.9594847953144, 602.245820904254)","(1247.64833917793, 864.0391797481792)"
408.0,"(1110.7393496160491, 50.57207285586214)","(671.8601566999176, 914.3182227732968)","(567.4839143319165, 284.4285541060591)","(960.909320539649, 964.694233777419)","(165.0825834709559, 286.88607764391304)","(537.0687941283187, 722.4700449754479)","(174.6308428014424, 852.6470814021542)","(164.37663338380744, 714.0805137332136)","(1140.894663576164, 602.004370682577)","(1247.7032567401536, 864.0043804778198)"
409.0,"(1110.860168291088, 50.35320566379847)","(671.9208559164181, 914.2816316594303)","(567.5914947602569, 284.4264113355288)","(961.0240748193361, 964.5153365178666)","(164.9689112631333, 287.1087402343245)","(537.0334501576771, 722.4026947505706)","(174.58209324687346, 852.401880503034)","(164.13178521795183, 714.0300223906177)","(1140.8298423570136, 601.7629204609001)","(1247.8081599841014, 863.9683847031444)"
410.0,"(1110.980986966127, 50.1343384717348)","(671.981251636836, 914.2452235011332)","(567.6985372864556, 284.4242792788512)","(961.1636116710174, 964.3079010652003)","(164.85523905531068, 287.33140282473596)","(536.9982829068887, 722.3356812768178)","(174.5333436923045, 852.1566796039139)","(163.88693705209621, 713.9795310480217)","(1140.7650211378632, 601.5214702392232)","(1247.9630492983158, 863.9312087677582)"
411.0,"(1111.1018056411658, 49.91547127967113)","(672.0413453786518, 914.2089973836275)","(567.8050446000233, 284.42215788245693)","(961.3031485226987, 964.1004656125341)","(164.74156684748806, 287.5540654151474)","(536.9632914923542, 722.2690028704337)","(174.48459413773554, 851.9114787047937)","(163.6420888862406, 713.9290397054258)","(1140.7001999187128, 601.2800200175462)","(1248.1679250669767, 863.8928690575362)"
412.0,"(1111.2226243162047, 49.69660408760746)","(672.1011386517586, 914.1729523967094)","(567.9110193770232, 284.4200470930447)","(961.4426853743801, 963.8930301598679)","(164.62789463966544, 287.7767280055589)","(536.9284750348925, 722.2026578560816)","(174.43584458316658, 851.6662778056735)","(163.39724072038499, 713.8785483628299)","(1140.6353786995624, 601.0385697958693)","(1248.4148161155952, 863.8535649850745)"
413.0,"(1111.3434429912436, 49.47773689554379)","(672.1606329584997, 914.1370876347258)","(568.016464280138, 284.41794685757947)","(961.5822222260614, 963.6855947072016)","(164.51422243184282, 287.99939059597034)","(536.893832659718, 722.1366445668012)","(174.38709502859763, 851.4210769065534)","(163.15239255452937, 713.8280570202339)","(1140.570557480412, 600.7971195741924)","(1248.6617071642136, 863.8142609126128)"
414.0,"(1111.4642616662825, 49.25886970348012)","(672.2198297937072, 914.1014021965523)","(568.1213819587374, 284.4158571232916)","(961.7217590777427, 963.4781592545354)","(164.4005502240202, 288.2220531863818)","(536.8593634964194, 722.0709613439673)","(174.33834547402867, 851.1758760074332)","(162.90754438867376, 713.777565677638)","(1140.5057362612615, 600.5556693525155)","(1248.908598212832, 863.774956840151)"
415.0,"(1111.5850803413214, 49.04000251141645)","(672.2787306447386, 914.0658951855695)","(568.2257750489437, 284.4137778376751)","(961.861295929424, 963.2707238018692)","(164.2868780161976, 288.44471577679326)","(536.8250666789373, 722.0056065372474)","(174.2895959194597, 850.930675108313)","(162.66269622281814, 713.7270743350421)","(1140.440915042111, 600.3142191308385)","(1249.1554892614504, 863.7356527676893)"
